date,service,lits_totaux,lits_occupes,taux_occupation
2023-01-11,Maladies_infectieuses,126,92,0.735
2023-01-11,Pédiatrie,144,114,0.794
2023-01-11,Autres,261,210,0.808
2023-01-12,Réanimation,81,75,0.929
2023-01-12,Urgences,108,99,0.923
2023-01-12,Médecine,396,336,0.85
2023-01-12,Chirurgie,306,259,0.849
2023-01-12,Cardiologie,198,165,0.837
2023-01-12,Neurologie,180,152,0.849
2023-01-12,Maladies_infectieuses,126,93,0.739
2023-01-12,Pédiatrie,144,105,0.73
2023-01-12,Autres,261,205,0.787
2023-01-13,Réanimation,81,74,0.92
2023-01-13,Urgences,108,106,0.99
2023-01-13,Médecine,396,345,0.873
2023-01-13,Chirurgie,306,277,0.907
2023-01-13,Cardiologie,198,172,0.873
2023-01-13,Neurologie,180,151,0.841
2023-01-13,Maladies_infectieuses,126,89,0.714
2023-01-13,Pédiatrie,144,112,0.78
2023-01-13,Autres,261,216,0.828
2023-01-14,Réanimation,81,72,0.893
2023-01-14,Urgences,108,99,0.925
2023-01-14,Médecine,396,330,0.835
2023-01-14,Chirurgie,306,261,0.856
2023-01-14,Cardiologie,198,164,0.83
2023-01-14,Neurologie,180,141,0.787
2023-01-14,Maladies_infectieuses,126,94,0.749
2023-01-14,Pédiatrie,144,114,0.794
2023-01-14,Autres,261,197,0.758
2023-01-15,Réanimation,81,71,0.885
2023-01-15,Urgences,108,102,0.952
2023-01-15,Médecine,396,309,0.781
2023-01-15,Chirurgie,306,254,0.83
2023-01-15,Cardiologie,198,156,0.788
2023-01-15,Neurologie,180,145,0.806
2023-01-15,Maladies_infectieuses,126,87,0.694
2023-01-15,Pédiatrie,144,114,0.794
2023-01-15,Autres,261,215,0.824
2023-01-16,Réanimation,81,72,0.897
2023-01-16,Urgences,108,99,0.923
2023-01-16,Médecine,396,346,0.875
2023-01-16,Chirurgie,306,250,0.82
2023-01-16,Cardiologie,198,163,0.824
2023-01-16,Neurologie,180,145,0.811
2023-01-16,Maladies_infectieuses,126,91,0.728
2023-01-16,Pédiatrie,144,112,0.778
2023-01-16,Autres,261,203,0.779
2023-01-17,Réanimation,81,72,0.895
2023-01-17,Urgences,108,100,0.93
2023-01-17,Médecine,396,341,0.862
2023-01-17,Chirurgie,306,266,0.87
2023-01-17,Cardiologie,198,165,0.835
2023-01-17,Neurologie,180,148,0.827
2023-01-17,Maladies_infectieuses,126,86,0.689
2023-01-17,Pédiatrie,144,108,0.754
2023-01-17,Autres,261,211,0.811
2023-01-18,Réanimation,81,72,0.893
2023-01-18,Urgences,108,98,0.915
2023-01-18,Médecine,396,332,0.839
2023-01-18,Chirurgie,306,260,0.852
2023-01-18,Cardiologie,198,168,0.849
2023-01-18,Neurologie,180,142,0.791
2023-01-18,Maladies_infectieuses,126,95,0.761
2023-01-18,Pédiatrie,144,112,0.78
2023-01-18,Autres,261,207,0.796
2023-01-19,Réanimation,81,75,0.931
2023-01-19,Urgences,108,106,0.99
2023-01-19,Médecine,396,328,0.83
2023-01-19,Chirurgie,306,277,0.906
2023-01-19,Cardiologie,198,164,0.83
2023-01-19,Neurologie,180,148,0.823
2023-01-19,Maladies_infectieuses,126,91,0.726
2023-01-19,Pédiatrie,144,114,0.798
2023-01-19,Autres,261,215,0.827
2023-01-20,Réanimation,81,77,0.957
2023-01-20,Urgences,108,104,0.971
2023-01-20,Médecine,396,341,0.862
2023-01-20,Chirurgie,306,258,0.843
2023-01-20,Cardiologie,198,162,0.819
2023-01-20,Neurologie,180,151,0.844
2023-01-20,Maladies_infectieuses,126,95,0.755
2023-01-20,Pédiatrie,144,111,0.772
2023-01-20,Autres,261,214,0.821
2023-01-21,Réanimation,81,74,0.915
2023-01-21,Urgences,108,103,0.962
2023-01-21,Médecine,396,329,0.833
2023-01-21,Chirurgie,306,264,0.863
2023-01-21,Cardiologie,198,160,0.81
2023-01-21,Neurologie,180,143,0.797
2023-01-21,Maladies_infectieuses,126,87,0.694
2023-01-21,Pédiatrie,144,105,0.73
2023-01-21,Autres,261,209,0.802
2023-01-22,Réanimation,81,72,0.901
2023-01-22,Urgences,108,104,0.969
2023-01-22,Médecine,396,324,0.82
2023-01-22,Chirurgie,306,242,0.791
2023-01-22,Cardiologie,198,161,0.818
2023-01-22,Neurologie,180,153,0.854
2023-01-22,Maladies_infectieuses,126,87,0.697
2023-01-22,Pédiatrie,144,108,0.751
2023-01-22,Autres,261,199,0.764
2023-01-23,Réanimation,81,69,0.853
2023-01-23,Urgences,108,106,0.988
2023-01-23,Médecine,396,345,0.872
2023-01-23,Chirurgie,306,246,0.806
2023-01-23,Cardiologie,198,168,0.85
2023-01-23,Neurologie,180,153,0.854
2023-01-23,Maladies_infectieuses,126,92,0.734
2023-01-23,Pédiatrie,144,105,0.735
2023-01-23,Autres,261,202,0.777
2023-01-24,Réanimation,81,76,0.947
2023-01-24,Urgences,108,106,0.985
2023-01-24,Médecine,396,342,0.866
2023-01-24,Chirurgie,306,266,0.871
2023-01-24,Cardiologie,198,167,0.847
2023-01-24,Neurologie,180,151,0.844
2023-01-24,Maladies_infectieuses,126,98,0.78
2023-01-24,Pédiatrie,144,110,0.768
2023-01-24,Autres,261,204,0.783
2023-01-25,Réanimation,81,70,0.871
2023-01-25,Urgences,108,106,0.99
2023-01-25,Médecine,396,342,0.864
2023-01-25,Chirurgie,306,262,0.857
2023-01-25,Cardiologie,198,169,0.854
2023-01-25,Neurologie,180,146,0.814
2023-01-25,Maladies_infectieuses,126,97,0.773
2023-01-25,Pédiatrie,144,118,0.825
2023-01-25,Autres,261,208,0.801
2023-01-26,Réanimation,81,73,0.913
2023-01-26,Urgences,108,100,0.926
2023-01-26,Médecine,396,301,0.761
2023-01-26,Chirurgie,306,258,0.845
2023-01-26,Cardiologie,198,158,0.799
2023-01-26,Neurologie,180,144,0.804
2023-01-26,Maladies_infectieuses,126,93,0.742
2023-01-26,Pédiatrie,144,112,0.78
2023-01-26,Autres,261,215,0.825
2023-01-27,Réanimation,81,71,0.889
2023-01-27,Urgences,108,106,0.99
2023-01-27,Médecine,396,336,0.849
2023-01-27,Chirurgie,306,276,0.904
2023-01-27,Cardiologie,198,161,0.816
2023-01-27,Neurologie,180,147,0.817
2023-01-27,Maladies_infectieuses,126,89,0.713
2023-01-27,Pédiatrie,144,108,0.757
2023-01-27,Autres,261,220,0.843
2023-01-28,Réanimation,81,69,0.861
2023-01-28,Urgences,108,98,0.912
2023-01-28,Médecine,396,337,0.852
2023-01-28,Chirurgie,306,261,0.856
2023-01-28,Cardiologie,198,152,0.77
2023-01-28,Neurologie,180,147,0.822
2023-01-28,Maladies_infectieuses,126,88,0.704
2023-01-28,Pédiatrie,144,109,0.76
2023-01-28,Autres,261,207,0.797
2023-01-29,Réanimation,81,73,0.907
2023-01-29,Urgences,108,102,0.946
2023-01-29,Médecine,396,327,0.828
2023-01-29,Chirurgie,306,273,0.894
2023-01-29,Cardiologie,198,162,0.821
2023-01-29,Neurologie,180,142,0.791
2023-01-29,Maladies_infectieuses,126,92,0.735
2023-01-29,Pédiatrie,144,105,0.732
2023-01-29,Autres,261,207,0.797
2023-01-30,Réanimation,81,73,0.905
2023-01-30,Urgences,108,100,0.931
2023-01-30,Médecine,396,344,0.869
2023-01-30,Chirurgie,306,261,0.854
2023-01-30,Cardiologie,198,166,0.841
2023-01-30,Neurologie,180,150,0.835
2023-01-30,Maladies_infectieuses,126,94,0.753
2023-01-30,Pédiatrie,144,118,0.82
2023-01-30,Autres,261,215,0.825
2023-01-31,Réanimation,81,70,0.873
2023-01-31,Urgences,108,106,0.99
2023-01-31,Médecine,396,342,0.865
2023-01-31,Chirurgie,306,255,0.836
2023-01-31,Cardiologie,198,169,0.854
2023-01-31,Neurologie,180,153,0.855
2023-01-31,Maladies_infectieuses,126,90,0.721
2023-01-31,Pédiatrie,144,114,0.793
2023-01-31,Autres,261,215,0.824
2023-02-01,Réanimation,81,78,0.975
2023-02-01,Urgences,108,104,0.963
2023-02-01,Médecine,396,341,0.862
2023-02-01,Chirurgie,306,269,0.881
2023-02-01,Cardiologie,198,160,0.81
2023-02-01,Neurologie,180,152,0.849
2023-02-01,Maladies_infectieuses,126,96,0.764
2023-02-01,Pédiatrie,144,115,0.804
2023-02-01,Autres,261,214,0.821
2023-02-02,Réanimation,81,75,0.931
2023-02-02,Urgences,108,102,0.945
2023-02-02,Médecine,396,350,0.886
2023-02-02,Chirurgie,306,267,0.874
2023-02-02,Cardiologie,198,171,0.865
2023-02-02,Neurologie,180,145,0.81
2023-02-02,Maladies_infectieuses,126,93,0.743
2023-02-02,Pédiatrie,144,110,0.768
2023-02-02,Autres,261,216,0.829
2023-02-03,Réanimation,81,73,0.904
2023-02-03,Urgences,108,103,0.962
2023-02-03,Médecine,396,325,0.821
2023-02-03,Chirurgie,306,260,0.852
2023-02-03,Cardiologie,198,167,0.847
2023-02-03,Neurologie,180,152,0.845
2023-02-03,Maladies_infectieuses,126,90,0.719
2023-02-03,Pédiatrie,144,110,0.765
2023-02-03,Autres,261,210,0.806
2023-02-04,Réanimation,81,73,0.908
2023-02-04,Urgences,108,102,0.947
2023-02-04,Médecine,396,341,0.863
2023-02-04,Chirurgie,306,265,0.867
2023-02-04,Cardiologie,198,156,0.792
2023-02-04,Neurologie,180,148,0.824
2023-02-04,Maladies_infectieuses,126,90,0.719
2023-02-04,Pédiatrie,144,110,0.767
2023-02-04,Autres,261,207,0.794
2023-02-05,Réanimation,81,70,0.875
2023-02-05,Urgences,108,94,0.873
2023-02-05,Médecine,396,332,0.841
2023-02-05,Chirurgie,306,262,0.858
2023-02-05,Cardiologie,198,167,0.848
2023-02-05,Neurologie,180,144,0.803
2023-02-05,Maladies_infectieuses,126,89,0.708
2023-02-05,Pédiatrie,144,110,0.77
2023-02-05,Autres,261,208,0.799
2023-02-06,Réanimation,81,75,0.937
2023-02-06,Urgences,108,102,0.951
2023-02-06,Médecine,396,340,0.86
2023-02-06,Chirurgie,306,263,0.86
2023-02-06,Cardiologie,198,161,0.815
2023-02-06,Neurologie,180,148,0.827
2023-02-06,Maladies_infectieuses,126,90,0.72
2023-02-06,Pédiatrie,144,114,0.794
2023-02-06,Autres,261,201,0.771
2023-02-07,Réanimation,81,73,0.902
2023-02-07,Urgences,108,100,0.934
2023-02-07,Médecine,396,343,0.868
2023-02-07,Chirurgie,306,268,0.878
2023-02-07,Cardiologie,198,160,0.811
2023-02-07,Neurologie,180,154,0.857
2023-02-07,Maladies_infectieuses,126,93,0.745
2023-02-07,Pédiatrie,144,115,0.803
2023-02-07,Autres,261,209,0.803
2023-02-08,Réanimation,81,69,0.862
2023-02-08,Urgences,108,106,0.99
2023-02-08,Médecine,396,345,0.872
2023-02-08,Chirurgie,306,280,0.916
2023-02-08,Cardiologie,198,169,0.856
2023-02-08,Neurologie,180,141,0.788
2023-02-08,Maladies_infectieuses,126,90,0.721
2023-02-08,Pédiatrie,144,109,0.759
2023-02-08,Autres,261,208,0.797
2023-02-09,Réanimation,81,75,0.926
2023-02-09,Urgences,108,100,0.932
2023-02-09,Médecine,396,335,0.848
2023-02-09,Chirurgie,306,268,0.877
2023-02-09,Cardiologie,198,158,0.802
2023-02-09,Neurologie,180,154,0.856
2023-02-09,Maladies_infectieuses,126,97,0.772
2023-02-09,Pédiatrie,144,112,0.778
2023-02-09,Autres,261,208,0.798
2023-02-10,Réanimation,81,74,0.921
2023-02-10,Urgences,108,102,0.946
2023-02-10,Médecine,396,349,0.881
2023-02-10,Chirurgie,306,263,0.86
2023-02-10,Cardiologie,198,156,0.791
2023-02-10,Neurologie,180,145,0.81
2023-02-10,Maladies_infectieuses,126,90,0.716
2023-02-10,Pédiatrie,144,111,0.777
2023-02-10,Autres,261,209,0.803
2023-02-11,Réanimation,81,73,0.912
2023-02-11,Urgences,108,102,0.948
2023-02-11,Médecine,396,328,0.828
2023-02-11,Chirurgie,306,253,0.83
2023-02-11,Cardiologie,198,152,0.772
2023-02-11,Neurologie,180,142,0.789
2023-02-11,Maladies_infectieuses,126,89,0.712
2023-02-11,Pédiatrie,144,110,0.769
2023-02-11,Autres,261,199,0.764
2023-02-12,Réanimation,81,76,0.95
2023-02-12,Urgences,108,96,0.896
2023-02-12,Médecine,396,333,0.842
2023-02-12,Chirurgie,306,259,0.849
2023-02-12,Cardiologie,198,155,0.784
2023-02-12,Neurologie,180,140,0.779
2023-02-12,Maladies_infectieuses,126,92,0.731
2023-02-12,Pédiatrie,144,111,0.773
2023-02-12,Autres,261,207,0.795
2023-02-13,Réanimation,81,74,0.925
2023-02-13,Urgences,108,106,0.989
2023-02-13,Médecine,396,338,0.855
2023-02-13,Chirurgie,306,272,0.889
2023-02-13,Cardiologie,198,167,0.846
2023-02-13,Neurologie,180,155,0.863
2023-02-13,Maladies_infectieuses,126,99,0.788
2023-02-13,Pédiatrie,144,110,0.77
2023-02-13,Autres,261,206,0.792
2023-02-14,Réanimation,81,75,0.935
2023-02-14,Urgences,108,106,0.99
2023-02-14,Médecine,396,317,0.802
2023-02-14,Chirurgie,306,264,0.863
2023-02-14,Cardiologie,198,161,0.814
2023-02-14,Neurologie,180,144,0.803
2023-02-14,Maladies_infectieuses,126,94,0.746
2023-02-14,Pédiatrie,144,114,0.795
2023-02-14,Autres,261,199,0.766
2023-02-15,Réanimation,81,74,0.918
2023-02-15,Urgences,108,105,0.979
2023-02-15,Médecine,396,338,0.855
2023-02-15,Chirurgie,306,265,0.868
2023-02-15,Cardiologie,198,158,0.801
2023-02-15,Neurologie,180,148,0.823
2023-02-15,Maladies_infectieuses,126,97,0.775
2023-02-15,Pédiatrie,144,114,0.792
2023-02-15,Autres,261,220,0.845
2023-02-16,Réanimation,81,76,0.945
2023-02-16,Urgences,108,101,0.936
2023-02-16,Médecine,396,324,0.82
2023-02-16,Chirurgie,306,265,0.866
2023-02-16,Cardiologie,198,167,0.846
2023-02-16,Neurologie,180,148,0.825
2023-02-16,Maladies_infectieuses,126,93,0.738
2023-02-16,Pédiatrie,144,119,0.829
2023-02-16,Autres,261,207,0.793
2023-02-17,Réanimation,81,72,0.9
2023-02-17,Urgences,108,106,0.987
2023-02-17,Médecine,396,336,0.85
2023-02-17,Chirurgie,306,264,0.865
2023-02-17,Cardiologie,198,167,0.844
2023-02-17,Neurologie,180,147,0.82
2023-02-17,Maladies_infectieuses,126,93,0.744
2023-02-17,Pédiatrie,144,110,0.765
2023-02-17,Autres,261,207,0.794
2023-02-18,Réanimation,81,72,0.897
2023-02-18,Urgences,108,104,0.969
2023-02-18,Médecine,396,333,0.841
2023-02-18,Chirurgie,306,263,0.861
2023-02-18,Cardiologie,198,161,0.817
2023-02-18,Neurologie,180,137,0.764
2023-02-18,Maladies_infectieuses,126,92,0.732
2023-02-18,Pédiatrie,144,111,0.772
2023-02-18,Autres,261,210,0.807
2023-02-19,Réanimation,81,74,0.918
2023-02-19,Urgences,108,102,0.945
2023-02-19,Médecine,396,323,0.817
2023-02-19,Chirurgie,306,244,0.799
2023-02-19,Cardiologie,198,161,0.813
2023-02-19,Neurologie,180,135,0.754
2023-02-19,Maladies_infectieuses,126,93,0.739
2023-02-19,Pédiatrie,144,107,0.747
2023-02-19,Autres,261,207,0.796
2023-02-20,Réanimation,81,77,0.962
2023-02-20,Urgences,108,105,0.976
2023-02-20,Médecine,396,330,0.835
2023-02-20,Chirurgie,306,259,0.847
2023-02-20,Cardiologie,198,164,0.829
2023-02-20,Neurologie,180,146,0.812
2023-02-20,Maladies_infectieuses,126,90,0.719
2023-02-20,Pédiatrie,144,112,0.782
2023-02-20,Autres,261,214,0.82
2023-02-21,Réanimation,81,73,0.907
2023-02-21,Urgences,108,101,0.944
2023-02-21,Médecine,396,341,0.861
2023-02-21,Chirurgie,306,276,0.903
2023-02-21,Cardiologie,198,168,0.851
2023-02-21,Neurologie,180,147,0.82
2023-02-21,Maladies_infectieuses,126,85,0.68
2023-02-21,Pédiatrie,144,103,0.718
2023-02-21,Autres,261,221,0.85
2023-02-22,Réanimation,81,73,0.909
2023-02-22,Urgences,108,104,0.971
2023-02-22,Médecine,396,350,0.885
2023-02-22,Chirurgie,306,263,0.86
2023-02-22,Cardiologie,198,168,0.849
2023-02-22,Neurologie,180,147,0.818
2023-02-22,Maladies_infectieuses,126,97,0.776
2023-02-22,Pédiatrie,144,109,0.758
2023-02-22,Autres,261,216,0.831
2023-02-23,Réanimation,81,73,0.906
2023-02-23,Urgences,108,102,0.95
2023-02-23,Médecine,396,333,0.842
2023-02-23,Chirurgie,306,261,0.854
2023-02-23,Cardiologie,198,159,0.806
2023-02-23,Neurologie,180,148,0.826
2023-02-23,Maladies_infectieuses,126,90,0.718
2023-02-23,Pédiatrie,144,114,0.792
2023-02-23,Autres,261,205,0.788
2023-02-24,Réanimation,81,73,0.911
2023-02-24,Urgences,108,104,0.97
2023-02-24,Médecine,396,339,0.858
2023-02-24,Chirurgie,306,264,0.865
2023-02-24,Cardiologie,198,167,0.848
2023-02-24,Neurologie,180,150,0.837
2023-02-24,Maladies_infectieuses,126,90,0.718
2023-02-24,Pédiatrie,144,108,0.755
2023-02-24,Autres,261,220,0.844
2023-02-25,Réanimation,81,72,0.897
2023-02-25,Urgences,108,100,0.935
2023-02-25,Médecine,396,313,0.792
2023-02-25,Chirurgie,306,259,0.847
2023-02-25,Cardiologie,198,161,0.817
2023-02-25,Neurologie,180,145,0.807
2023-02-25,Maladies_infectieuses,126,90,0.715
2023-02-25,Pédiatrie,144,115,0.805
2023-02-25,Autres,261,206,0.793
2023-02-26,Réanimation,81,74,0.915
2023-02-26,Urgences,108,98,0.909
2023-02-26,Médecine,396,327,0.826
2023-02-26,Chirurgie,306,247,0.809
2023-02-26,Cardiologie,198,163,0.825
2023-02-26,Neurologie,180,143,0.798
2023-02-26,Maladies_infectieuses,126,92,0.731
2023-02-26,Pédiatrie,144,105,0.735
2023-02-26,Autres,261,201,0.771
2023-02-27,Réanimation,81,77,0.955
2023-02-27,Urgences,108,98,0.908
2023-02-27,Médecine,396,349,0.881
2023-02-27,Chirurgie,306,263,0.861
2023-02-27,Cardiologie,198,165,0.835
2023-02-27,Neurologie,180,143,0.795
2023-02-27,Maladies_infectieuses,126,93,0.744
2023-02-27,Pédiatrie,144,109,0.759
2023-02-27,Autres,261,208,0.797
2023-02-28,Réanimation,81,77,0.954
2023-02-28,Urgences,108,103,0.96
2023-02-28,Médecine,396,352,0.891
2023-02-28,Chirurgie,306,255,0.836
2023-02-28,Cardiologie,198,173,0.875
2023-02-28,Neurologie,180,146,0.816
2023-02-28,Maladies_infectieuses,126,92,0.732
2023-02-28,Pédiatrie,144,107,0.746
2023-02-28,Autres,261,216,0.828
2023-03-01,Réanimation,81,66,0.819
2023-03-01,Urgences,108,91,0.849
2023-03-01,Médecine,396,319,0.807
2023-03-01,Chirurgie,306,260,0.852
2023-03-01,Cardiologie,198,163,0.824
2023-03-01,Neurologie,180,132,0.736
2023-03-01,Maladies_infectieuses,126,87,0.691
2023-03-01,Pédiatrie,144,107,0.744
2023-03-01,Autres,261,204,0.783
2023-03-02,Réanimation,81,71,0.88
2023-03-02,Urgences,108,97,0.905
2023-03-02,Médecine,396,328,0.828
2023-03-02,Chirurgie,306,252,0.826
2023-03-02,Cardiologie,198,154,0.782
2023-03-02,Neurologie,180,139,0.775
2023-03-02,Maladies_infectieuses,126,93,0.738
2023-03-02,Pédiatrie,144,101,0.703
2023-03-02,Autres,261,191,0.735
2023-03-03,Réanimation,81,71,0.888
2023-03-03,Urgences,108,92,0.859
2023-03-03,Médecine,396,323,0.818
2023-03-03,Chirurgie,306,261,0.854
2023-03-03,Cardiologie,198,160,0.812
2023-03-03,Neurologie,180,141,0.785
2023-03-03,Maladies_infectieuses,126,91,0.727
2023-03-03,Pédiatrie,144,108,0.75
2023-03-03,Autres,261,203,0.778
2023-03-04,Réanimation,81,66,0.817
2023-03-04,Urgences,108,99,0.925
2023-03-04,Médecine,396,298,0.754
2023-03-04,Chirurgie,306,239,0.782
2023-03-04,Cardiologie,198,154,0.78
2023-03-04,Neurologie,180,141,0.785
2023-03-04,Maladies_infectieuses,126,84,0.674
2023-03-04,Pédiatrie,144,105,0.733
2023-03-04,Autres,261,189,0.727
2023-03-05,Réanimation,81,65,0.808
2023-03-05,Urgences,108,97,0.906
2023-03-05,Médecine,396,301,0.762
2023-03-05,Chirurgie,306,246,0.806
2023-03-05,Cardiologie,198,155,0.784
2023-03-05,Neurologie,180,138,0.77
2023-03-05,Maladies_infectieuses,126,85,0.675
2023-03-05,Pédiatrie,144,101,0.702
2023-03-05,Autres,261,198,0.759
2023-03-06,Réanimation,81,70,0.869
2023-03-06,Urgences,108,97,0.899
2023-03-06,Médecine,396,318,0.805
2023-03-06,Chirurgie,306,266,0.872
2023-03-06,Cardiologie,198,158,0.798
2023-03-06,Neurologie,180,134,0.748
2023-03-06,Maladies_infectieuses,126,87,0.693
2023-03-06,Pédiatrie,144,108,0.752
2023-03-06,Autres,261,202,0.777
2023-03-07,Réanimation,81,71,0.879
2023-03-07,Urgences,108,97,0.904
2023-03-07,Médecine,396,315,0.798
2023-03-07,Chirurgie,306,253,0.83
2023-03-07,Cardiologie,198,154,0.779
2023-03-07,Neurologie,180,131,0.731
2023-03-07,Maladies_infectieuses,126,90,0.716
2023-03-07,Pédiatrie,144,103,0.719
2023-03-07,Autres,261,190,0.731
2023-03-08,Réanimation,81,68,0.851
2023-03-08,Urgences,108,94,0.872
2023-03-08,Médecine,396,326,0.824
2023-03-08,Chirurgie,306,254,0.831
2023-03-08,Cardiologie,198,153,0.775
2023-03-08,Neurologie,180,142,0.789
2023-03-08,Maladies_infectieuses,126,85,0.681
2023-03-08,Pédiatrie,144,106,0.741
2023-03-08,Autres,261,204,0.783
2023-03-09,Réanimation,81,66,0.823
2023-03-09,Urgences,108,96,0.891
2023-03-09,Médecine,396,323,0.816
2023-03-09,Chirurgie,306,241,0.788
2023-03-09,Cardiologie,198,154,0.779
2023-03-09,Neurologie,180,143,0.795
2023-03-09,Maladies_infectieuses,126,87,0.696
2023-03-09,Pédiatrie,144,104,0.728
2023-03-09,Autres,261,196,0.752
2023-03-10,Réanimation,81,69,0.863
2023-03-10,Urgences,108,98,0.913
2023-03-10,Médecine,396,316,0.799
2023-03-10,Chirurgie,306,249,0.815
2023-03-10,Cardiologie,198,154,0.783
2023-03-10,Neurologie,180,138,0.77
2023-03-10,Maladies_infectieuses,126,86,0.69
2023-03-10,Pédiatrie,144,108,0.756
2023-03-10,Autres,261,205,0.787
2023-03-11,Réanimation,81,71,0.887
2023-03-11,Urgences,108,93,0.863
2023-03-11,Médecine,396,306,0.774
2023-03-11,Chirurgie,306,247,0.807
2023-03-11,Cardiologie,198,152,0.77
2023-03-11,Neurologie,180,135,0.753
2023-03-11,Maladies_infectieuses,126,85,0.679
2023-03-11,Pédiatrie,144,103,0.722
2023-03-11,Autres,261,201,0.773
2023-03-12,Réanimation,81,69,0.862
2023-03-12,Urgences,108,94,0.874
2023-03-12,Médecine,396,311,0.786
2023-03-12,Chirurgie,306,243,0.795
2023-03-12,Cardiologie,198,157,0.796
2023-03-12,Neurologie,180,128,0.715
2023-03-12,Maladies_infectieuses,126,87,0.696
2023-03-12,Pédiatrie,144,108,0.755
2023-03-12,Autres,261,199,0.765
2023-03-13,Réanimation,81,69,0.864
2023-03-13,Urgences,108,100,0.926
2023-03-13,Médecine,396,323,0.816
2023-03-13,Chirurgie,306,254,0.83
2023-03-13,Cardiologie,198,158,0.802
2023-03-13,Neurologie,180,141,0.786
2023-03-13,Maladies_infectieuses,126,90,0.722
2023-03-13,Pédiatrie,144,104,0.724
