date,service,lits_totaux,lits_occupes,taux_occupation
2024-01-10,Chirurgie,343,303,0.885
2024-01-10,Coeur_Metabolisme,223,177,0.799
2024-01-10,MSN_(Neuro/Psy),202,167,0.831
2024-01-10,Pôle_31_(Infectieux),142,100,0.711
2024-01-10,Gériatrie,162,127,0.785
2024-01-10,ORPHé_(Onco/Hémato),294,238,0.813
2024-01-11,PRAGUES_(Réa/Pneumo),91,80,0.881
2024-01-11,Urgences_(Passage_court),121,114,0.951
2024-01-11,MSN_(Neuro/Psy),445,393,0.886
2024-01-11,Chirurgie,343,293,0.85
2024-01-11,Coeur_Metabolisme,223,192,0.866
2024-01-11,MSN_(Neuro/Psy),202,167,0.833
2024-01-11,Pôle_31_(Infectieux),142,104,0.734
2024-01-11,Gériatrie,162,127,0.786
2024-01-11,ORPHé_(Onco/Hémato),294,230,0.787
2024-01-12,PRAGUES_(Réa/Pneumo),91,78,0.875
2024-01-12,Urgences_(Passage_court),121,107,0.882
2024-01-12,MSN_(Neuro/Psy),445,368,0.827
2024-01-12,Chirurgie,343,297,0.863
2024-01-12,Coeur_Metabolisme,223,190,0.856
2024-01-12,MSN_(Neuro/Psy),202,174,0.865
2024-01-12,Pôle_31_(Infectieux),142,102,0.729
2024-01-12,Gériatrie,162,124,0.769
2024-01-12,ORPHé_(Onco/Hémato),294,237,0.811
2024-01-13,PRAGUES_(Réa/Pneumo),91,80,0.879
2024-01-13,Urgences_(Passage_court),121,112,0.93
2024-01-13,MSN_(Neuro/Psy),445,360,0.811
2024-01-13,Chirurgie,343,306,0.895
2024-01-13,Coeur_Metabolisme,223,186,0.836
2024-01-13,MSN_(Neuro/Psy),202,160,0.794
2024-01-13,Pôle_31_(Infectieux),142,99,0.7
2024-01-13,Gériatrie,162,124,0.77
2024-01-13,ORPHé_(Onco/Hémato),294,231,0.79
2024-01-14,PRAGUES_(Réa/Pneumo),91,85,0.937
2024-01-14,Urgences_(Passage_court),121,112,0.932
2024-01-14,MSN_(Neuro/Psy),445,371,0.834
2024-01-14,Chirurgie,343,284,0.829
2024-01-14,Coeur_Metabolisme,223,181,0.815
2024-01-14,MSN_(Neuro/Psy),202,160,0.794
2024-01-14,Pôle_31_(Infectieux),142,99,0.705
2024-01-14,Gériatrie,162,123,0.758
2024-01-14,ORPHé_(Onco/Hémato),294,222,0.758
2024-01-15,PRAGUES_(Réa/Pneumo),91,81,0.894
2024-01-15,Urgences_(Passage_court),121,118,0.977
2024-01-15,MSN_(Neuro/Psy),445,365,0.823
2024-01-15,Chirurgie,343,296,0.862
2024-01-15,Coeur_Metabolisme,223,173,0.783
2024-01-15,MSN_(Neuro/Psy),202,175,0.869
2024-01-15,Pôle_31_(Infectieux),142,99,0.705
2024-01-15,Gériatrie,162,126,0.783
2024-01-15,ORPHé_(Onco/Hémato),294,246,0.839
2024-01-16,PRAGUES_(Réa/Pneumo),91,85,0.937
2024-01-16,Urgences_(Passage_court),121,118,0.976
2024-01-16,MSN_(Neuro/Psy),445,379,0.855
2024-01-16,Chirurgie,343,297,0.866
2024-01-16,Coeur_Metabolisme,223,186,0.834
2024-01-16,MSN_(Neuro/Psy),202,167,0.831
2024-01-16,Pôle_31_(Infectieux),142,107,0.755
2024-01-16,Gériatrie,162,130,0.812
2024-01-16,ORPHé_(Onco/Hémato),294,245,0.837
2024-01-17,PRAGUES_(Réa/Pneumo),91,85,0.93
2024-01-17,Urgences_(Passage_court),121,112,0.934
2024-01-17,MSN_(Neuro/Psy),445,376,0.846
2024-01-17,Chirurgie,343,298,0.867
2024-01-17,Coeur_Metabolisme,223,174,0.786
2024-01-17,MSN_(Neuro/Psy),202,170,0.844
2024-01-17,Pôle_31_(Infectieux),142,107,0.756
2024-01-17,Gériatrie,162,132,0.823
2024-01-17,ORPHé_(Onco/Hémato),294,227,0.776
2024-01-18,PRAGUES_(Réa/Pneumo),91,86,0.941
2024-01-18,Urgences_(Passage_court),121,116,0.962
2024-01-18,MSN_(Neuro/Psy),445,388,0.872
2024-01-18,Chirurgie,343,294,0.855
2024-01-18,Coeur_Metabolisme,223,188,0.846
2024-01-18,MSN_(Neuro/Psy),202,169,0.835
2024-01-18,Pôle_31_(Infectieux),142,105,0.746
2024-01-18,Gériatrie,162,131,0.816
2024-01-18,ORPHé_(Onco/Hémato),294,248,0.847
2024-01-19,PRAGUES_(Réa/Pneumo),91,86,0.95
2024-01-19,Urgences_(Passage_court),121,118,0.972
2024-01-19,MSN_(Neuro/Psy),445,372,0.837
2024-01-19,Chirurgie,343,297,0.865
2024-01-19,Coeur_Metabolisme,223,182,0.82
2024-01-19,MSN_(Neuro/Psy),202,164,0.816
2024-01-19,Pôle_31_(Infectieux),142,102,0.726
2024-01-19,Gériatrie,162,121,0.751
2024-01-19,ORPHé_(Onco/Hémato),294,241,0.822
2024-01-20,PRAGUES_(Réa/Pneumo),91,77,0.858
2024-01-20,Urgences_(Passage_court),121,113,0.942
2024-01-20,MSN_(Neuro/Psy),445,389,0.876
2024-01-20,Chirurgie,343,288,0.841
2024-01-20,Coeur_Metabolisme,223,182,0.821
2024-01-20,MSN_(Neuro/Psy),202,158,0.788
2024-01-20,Pôle_31_(Infectieux),142,102,0.726
2024-01-20,Gériatrie,162,126,0.782
2024-01-20,ORPHé_(Onco/Hémato),294,237,0.81
2024-01-21,PRAGUES_(Réa/Pneumo),91,78,0.875
2024-01-21,Urgences_(Passage_court),121,113,0.943
2024-01-21,MSN_(Neuro/Psy),445,383,0.861
2024-01-21,Chirurgie,343,293,0.853
2024-01-21,Coeur_Metabolisme,223,180,0.812
2024-01-21,MSN_(Neuro/Psy),202,161,0.796
2024-01-21,Pôle_31_(Infectieux),142,99,0.706
2024-01-21,Gériatrie,162,125,0.774
2024-01-21,ORPHé_(Onco/Hémato),294,231,0.792
2024-01-22,PRAGUES_(Réa/Pneumo),91,83,0.916
2024-01-22,Urgences_(Passage_court),121,110,0.916
2024-01-22,MSN_(Neuro/Psy),445,360,0.811
2024-01-22,Chirurgie,343,292,0.85
2024-01-22,Coeur_Metabolisme,223,183,0.825
2024-01-22,MSN_(Neuro/Psy),202,170,0.841
2024-01-22,Pôle_31_(Infectieux),142,105,0.739
2024-01-22,Gériatrie,162,123,0.76
2024-01-22,ORPHé_(Onco/Hémato),294,240,0.819
2024-01-23,PRAGUES_(Réa/Pneumo),91,80,0.888
2024-01-23,Urgences_(Passage_court),121,114,0.947
2024-01-23,MSN_(Neuro/Psy),445,386,0.869
2024-01-23,Chirurgie,343,293,0.85
2024-01-23,Coeur_Metabolisme,223,191,0.862
2024-01-23,MSN_(Neuro/Psy),202,160,0.791
2024-01-23,Pôle_31_(Infectieux),142,101,0.718
2024-01-23,Gériatrie,162,124,0.766
2024-01-23,ORPHé_(Onco/Hémato),294,229,0.783
2024-01-24,PRAGUES_(Réa/Pneumo),91,85,0.926
2024-01-24,Urgences_(Passage_court),121,119,0.99
2024-01-24,MSN_(Neuro/Psy),445,394,0.888
2024-01-24,Chirurgie,343,314,0.914
2024-01-24,Coeur_Metabolisme,223,179,0.807
2024-01-24,MSN_(Neuro/Psy),202,156,0.777
2024-01-24,Pôle_31_(Infectieux),142,104,0.731
2024-01-24,Gériatrie,162,120,0.746
2024-01-24,ORPHé_(Onco/Hémato),294,235,0.802
2024-01-25,PRAGUES_(Réa/Pneumo),91,78,0.874
2024-01-25,Urgences_(Passage_court),121,113,0.943
2024-01-25,MSN_(Neuro/Psy),445,377,0.851
2024-01-25,Chirurgie,343,299,0.871
2024-01-25,Coeur_Metabolisme,223,180,0.811
2024-01-25,MSN_(Neuro/Psy),202,160,0.794
2024-01-25,Pôle_31_(Infectieux),142,104,0.731
2024-01-25,Gériatrie,162,126,0.781
2024-01-25,ORPHé_(Onco/Hémato),294,240,0.818
2024-01-26,PRAGUES_(Réa/Pneumo),91,85,0.936
2024-01-26,Urgences_(Passage_court),121,116,0.959
2024-01-26,MSN_(Neuro/Psy),445,370,0.832
2024-01-26,Chirurgie,343,296,0.862
2024-01-26,Coeur_Metabolisme,223,188,0.848
2024-01-26,MSN_(Neuro/Psy),202,170,0.843
2024-01-26,Pôle_31_(Infectieux),142,98,0.697
2024-01-26,Gériatrie,162,123,0.763
2024-01-26,ORPHé_(Onco/Hémato),294,241,0.82
2024-01-27,PRAGUES_(Réa/Pneumo),91,83,0.919
2024-01-27,Urgences_(Passage_court),121,111,0.923
2024-01-27,MSN_(Neuro/Psy),445,371,0.834
2024-01-27,Chirurgie,343,281,0.82
2024-01-27,Coeur_Metabolisme,223,176,0.795
2024-01-27,MSN_(Neuro/Psy),202,165,0.819
2024-01-27,Pôle_31_(Infectieux),142,99,0.699
2024-01-27,Gériatrie,162,123,0.762
2024-01-27,ORPHé_(Onco/Hémato),294,227,0.775
2024-01-28,PRAGUES_(Réa/Pneumo),91,77,0.857
2024-01-28,Urgences_(Passage_court),121,111,0.921
2024-01-28,MSN_(Neuro/Psy),445,386,0.867
2024-01-28,Chirurgie,343,294,0.854
2024-01-28,Coeur_Metabolisme,223,179,0.804
2024-01-28,MSN_(Neuro/Psy),202,162,0.802
2024-01-28,Pôle_31_(Infectieux),142,99,0.704
2024-01-28,Gériatrie,162,129,0.799
2024-01-28,ORPHé_(Onco/Hémato),294,238,0.813
2024-01-29,PRAGUES_(Réa/Pneumo),91,83,0.918
2024-01-29,Urgences_(Passage_court),121,117,0.963
2024-01-29,MSN_(Neuro/Psy),445,395,0.89
2024-01-29,Chirurgie,343,302,0.879
2024-01-29,Coeur_Metabolisme,223,173,0.779
2024-01-29,MSN_(Neuro/Psy),202,164,0.811
2024-01-29,Pôle_31_(Infectieux),142,108,0.763
2024-01-29,Gériatrie,162,119,0.739
2024-01-29,ORPHé_(Onco/Hémato),294,237,0.812
2024-01-30,PRAGUES_(Réa/Pneumo),91,83,0.914
2024-01-30,Urgences_(Passage_court),121,119,0.984
2024-01-30,MSN_(Neuro/Psy),445,379,0.854
2024-01-30,Chirurgie,343,299,0.87
2024-01-30,Coeur_Metabolisme,223,183,0.825
2024-01-30,MSN_(Neuro/Psy),202,162,0.801
2024-01-30,Pôle_31_(Infectieux),142,105,0.741
2024-01-30,Gériatrie,162,130,0.812
2024-01-30,ORPHé_(Onco/Hémato),294,246,0.842
2024-01-31,PRAGUES_(Réa/Pneumo),91,81,0.899
2024-01-31,Urgences_(Passage_court),121,113,0.944
2024-01-31,MSN_(Neuro/Psy),445,374,0.842
2024-01-31,Chirurgie,343,295,0.858
2024-01-31,Coeur_Metabolisme,223,188,0.845
2024-01-31,MSN_(Neuro/Psy),202,166,0.826
2024-01-31,Pôle_31_(Infectieux),142,106,0.749
2024-01-31,Gériatrie,162,125,0.778
2024-01-31,ORPHé_(Onco/Hémato),294,237,0.811
2024-02-01,PRAGUES_(Réa/Pneumo),91,85,0.929
2024-02-01,Urgences_(Passage_court),121,119,0.99
2024-02-01,MSN_(Neuro/Psy),445,370,0.832
2024-02-01,Chirurgie,343,293,0.852
2024-02-01,Coeur_Metabolisme,223,187,0.841
2024-02-01,MSN_(Neuro/Psy),202,162,0.804
2024-02-01,Pôle_31_(Infectieux),142,112,0.8
2024-02-01,Gériatrie,162,129,0.801
2024-02-01,ORPHé_(Onco/Hémato),294,237,0.81
2024-02-02,PRAGUES_(Réa/Pneumo),91,85,0.931
2024-02-02,Urgences_(Passage_court),121,113,0.942
2024-02-02,MSN_(Neuro/Psy),445,371,0.836
2024-02-02,Chirurgie,343,296,0.862
2024-02-02,Coeur_Metabolisme,223,189,0.849
2024-02-02,MSN_(Neuro/Psy),202,160,0.79
2024-02-02,Pôle_31_(Infectieux),142,109,0.77
2024-02-02,Gériatrie,162,126,0.781
2024-02-02,ORPHé_(Onco/Hémato),294,240,0.818
2024-02-03,PRAGUES_(Réa/Pneumo),91,86,0.939
2024-02-03,Urgences_(Passage_court),121,110,0.915
2024-02-03,MSN_(Neuro/Psy),445,377,0.85
2024-02-03,Chirurgie,343,284,0.827
2024-02-03,Coeur_Metabolisme,223,173,0.78
2024-02-03,MSN_(Neuro/Psy),202,163,0.808
2024-02-03,Pôle_31_(Infectieux),142,102,0.727
2024-02-03,Gériatrie,162,123,0.762
2024-02-03,ORPHé_(Onco/Hémato),294,235,0.802
2024-02-04,PRAGUES_(Réa/Pneumo),91,77,0.862
2024-02-04,Urgences_(Passage_court),121,106,0.878
2024-02-04,MSN_(Neuro/Psy),445,392,0.884
2024-02-04,Chirurgie,343,284,0.828
2024-02-04,Coeur_Metabolisme,223,177,0.802
2024-02-04,MSN_(Neuro/Psy),202,162,0.802
2024-02-04,Pôle_31_(Infectieux),142,99,0.701
2024-02-04,Gériatrie,162,123,0.76
2024-02-04,ORPHé_(Onco/Hémato),294,233,0.8
2024-02-05,PRAGUES_(Réa/Pneumo),91,82,0.913
2024-02-05,Urgences_(Passage_court),121,111,0.917
2024-02-05,MSN_(Neuro/Psy),445,390,0.876
2024-02-05,Chirurgie,343,300,0.874
2024-02-05,Coeur_Metabolisme,223,173,0.779
2024-02-05,MSN_(Neuro/Psy),202,161,0.8
2024-02-05,Pôle_31_(Infectieux),142,105,0.739
2024-02-05,Gériatrie,162,118,0.732
2024-02-05,ORPHé_(Onco/Hémato),294,240,0.819
2024-02-06,PRAGUES_(Réa/Pneumo),91,86,0.939
2024-02-06,Urgences_(Passage_court),121,119,0.99
2024-02-06,MSN_(Neuro/Psy),445,372,0.838
2024-02-06,Chirurgie,343,311,0.903
2024-02-06,Coeur_Metabolisme,223,183,0.828
2024-02-06,MSN_(Neuro/Psy),202,176,0.874
2024-02-06,Pôle_31_(Infectieux),142,105,0.743
2024-02-06,Gériatrie,162,126,0.778
2024-02-06,ORPHé_(Onco/Hémato),294,235,0.804
2024-02-07,PRAGUES_(Réa/Pneumo),91,85,0.938
2024-02-07,Urgences_(Passage_court),121,117,0.969
2024-02-07,MSN_(Neuro/Psy),445,385,0.864
2024-02-07,Chirurgie,343,303,0.883
2024-02-07,Coeur_Metabolisme,223,181,0.814
2024-02-07,MSN_(Neuro/Psy),202,158,0.785
2024-02-07,Pôle_31_(Infectieux),142,102,0.727
2024-02-07,Gériatrie,162,126,0.783
2024-02-07,ORPHé_(Onco/Hémato),294,223,0.761
2024-02-08,PRAGUES_(Réa/Pneumo),91,77,0.856
2024-02-08,Urgences_(Passage_court),121,112,0.93
2024-02-08,MSN_(Neuro/Psy),445,356,0.801
2024-02-08,Chirurgie,343,292,0.85
2024-02-08,Coeur_Metabolisme,223,182,0.823
2024-02-08,MSN_(Neuro/Psy),202,170,0.842
2024-02-08,Pôle_31_(Infectieux),142,107,0.758
2024-02-08,Gériatrie,162,121,0.755
2024-02-08,ORPHé_(Onco/Hémato),294,231,0.793
2024-02-09,PRAGUES_(Réa/Pneumo),91,83,0.916
2024-02-09,Urgences_(Passage_court),121,119,0.986
2024-02-09,MSN_(Neuro/Psy),445,358,0.807
2024-02-09,Chirurgie,343,287,0.839
2024-02-09,Coeur_Metabolisme,223,188,0.847
2024-02-09,MSN_(Neuro/Psy),202,175,0.867
2024-02-09,Pôle_31_(Infectieux),142,105,0.745
2024-02-09,Gériatrie,162,126,0.785
2024-02-09,ORPHé_(Onco/Hémato),294,245,0.837
2024-02-10,PRAGUES_(Réa/Pneumo),91,80,0.88
2024-02-10,Urgences_(Passage_court),121,109,0.902
2024-02-10,MSN_(Neuro/Psy),445,381,0.856
2024-02-10,Chirurgie,343,294,0.853
2024-02-10,Coeur_Metabolisme,223,176,0.797
2024-02-10,MSN_(Neuro/Psy),202,165,0.822
2024-02-10,Pôle_31_(Infectieux),142,102,0.723
2024-02-10,Gériatrie,162,117,0.728
2024-02-10,ORPHé_(Onco/Hémato),294,235,0.803
2024-02-11,PRAGUES_(Réa/Pneumo),91,82,0.904
2024-02-11,Urgences_(Passage_court),121,113,0.938
2024-02-11,MSN_(Neuro/Psy),445,372,0.837
2024-02-11,Chirurgie,343,298,0.866
2024-02-11,Coeur_Metabolisme,223,183,0.825
2024-02-11,MSN_(Neuro/Psy),202,163,0.81
2024-02-11,Pôle_31_(Infectieux),142,100,0.711
2024-02-11,Gériatrie,162,124,0.765
2024-02-11,ORPHé_(Onco/Hémato),294,224,0.766
2024-02-12,PRAGUES_(Réa/Pneumo),91,83,0.924
2024-02-12,Urgences_(Passage_court),121,113,0.936
2024-02-12,MSN_(Neuro/Psy),445,367,0.824
2024-02-12,Chirurgie,343,293,0.853
2024-02-12,Coeur_Metabolisme,223,174,0.787
2024-02-12,MSN_(Neuro/Psy),202,173,0.856
2024-02-12,Pôle_31_(Infectieux),142,111,0.79
2024-02-12,Gériatrie,162,130,0.807
2024-02-12,ORPHé_(Onco/Hémato),294,236,0.808
2024-02-13,PRAGUES_(Réa/Pneumo),91,83,0.915
2024-02-13,Urgences_(Passage_court),121,117,0.963
2024-02-13,MSN_(Neuro/Psy),445,379,0.855
2024-02-13,Chirurgie,343,310,0.901
2024-02-13,Coeur_Metabolisme,223,174,0.784
2024-02-13,MSN_(Neuro/Psy),202,169,0.836
2024-02-13,Pôle_31_(Infectieux),142,99,0.706
2024-02-13,Gériatrie,162,127,0.789
2024-02-13,ORPHé_(Onco/Hémato),294,236,0.807
2024-02-14,PRAGUES_(Réa/Pneumo),91,82,0.909
2024-02-14,Urgences_(Passage_court),121,118,0.974
2024-02-14,MSN_(Neuro/Psy),445,355,0.798
2024-02-14,Chirurgie,343,302,0.882
2024-02-14,Coeur_Metabolisme,223,188,0.848
2024-02-14,MSN_(Neuro/Psy),202,158,0.783
2024-02-14,Pôle_31_(Infectieux),142,102,0.729
2024-02-14,Gériatrie,162,135,0.84
2024-02-14,ORPHé_(Onco/Hémato),294,250,0.855
2024-02-15,PRAGUES_(Réa/Pneumo),91,82,0.909
2024-02-15,Urgences_(Passage_court),121,116,0.959
2024-02-15,MSN_(Neuro/Psy),445,372,0.838
2024-02-15,Chirurgie,343,298,0.868
2024-02-15,Coeur_Metabolisme,223,184,0.829
2024-02-15,MSN_(Neuro/Psy),202,172,0.851
2024-02-15,Pôle_31_(Infectieux),142,96,0.69
2024-02-15,Gériatrie,162,126,0.785
2024-02-15,ORPHé_(Onco/Hémato),294,232,0.797
2024-02-16,PRAGUES_(Réa/Pneumo),91,90,0.99
2024-02-16,Urgences_(Passage_court),121,112,0.929
2024-02-16,MSN_(Neuro/Psy),445,379,0.855
2024-02-16,Chirurgie,343,297,0.864
2024-02-16,Coeur_Metabolisme,223,184,0.828
2024-02-16,MSN_(Neuro/Psy),202,170,0.844
2024-02-16,Pôle_31_(Infectieux),142,111,0.793
2024-02-16,Gériatrie,162,132,0.821
2024-02-16,ORPHé_(Onco/Hémato),294,232,0.795
2024-02-17,PRAGUES_(Réa/Pneumo),91,85,0.928
2024-02-17,Urgences_(Passage_court),121,112,0.935
2024-02-17,MSN_(Neuro/Psy),445,392,0.881
2024-02-17,Chirurgie,343,288,0.841
2024-02-17,Coeur_Metabolisme,223,190,0.858
2024-02-17,MSN_(Neuro/Psy),202,171,0.849
2024-02-17,Pôle_31_(Infectieux),142,101,0.721
2024-02-17,Gériatrie,162,126,0.782
2024-02-17,ORPHé_(Onco/Hémato),294,216,0.736
2024-02-18,PRAGUES_(Réa/Pneumo),91,74,0.824
2024-02-18,Urgences_(Passage_court),121,112,0.93
2024-02-18,MSN_(Neuro/Psy),445,356,0.801
2024-02-18,Chirurgie,343,284,0.829
2024-02-18,Coeur_Metabolisme,223,180,0.809
2024-02-18,MSN_(Neuro/Psy),202,163,0.808
2024-02-18,Pôle_31_(Infectieux),142,104,0.731
2024-02-18,Gériatrie,162,127,0.786
2024-02-18,ORPHé_(Onco/Hémato),294,236,0.806
2024-02-19,PRAGUES_(Réa/Pneumo),91,83,0.914
2024-02-19,Urgences_(Passage_court),121,116,0.962
2024-02-19,MSN_(Neuro/Psy),445,376,0.847
2024-02-19,Chirurgie,343,293,0.852
2024-02-19,Coeur_Metabolisme,223,184,0.831
2024-02-19,MSN_(Neuro/Psy),202,160,0.793
2024-02-19,Pôle_31_(Infectieux),142,102,0.725
2024-02-19,Gériatrie,162,124,0.765
2024-02-19,ORPHé_(Onco/Hémato),294,231,0.791
2024-02-20,PRAGUES_(Réa/Pneumo),91,88,0.968
2024-02-20,Urgences_(Passage_court),121,119,0.99
2024-02-20,MSN_(Neuro/Psy),445,390,0.879
2024-02-20,Chirurgie,343,296,0.862
2024-02-20,Coeur_Metabolisme,223,188,0.848
2024-02-20,MSN_(Neuro/Psy),202,160,0.79
2024-02-20,Pôle_31_(Infectieux),142,106,0.746
2024-02-20,Gériatrie,162,124,0.769
2024-02-20,ORPHé_(Onco/Hémato),294,243,0.829
2024-02-21,PRAGUES_(Réa/Pneumo),91,82,0.909
2024-02-21,Urgences_(Passage_court),121,113,0.941
2024-02-21,MSN_(Neuro/Psy),445,363,0.817
2024-02-21,Chirurgie,343,294,0.853
2024-02-21,Coeur_Metabolisme,223,189,0.853
2024-02-21,MSN_(Neuro/Psy),202,166,0.822
2024-02-21,Pôle_31_(Infectieux),142,100,0.71
2024-02-21,Gériatrie,162,124,0.764
2024-02-21,ORPHé_(Onco/Hémato),294,244,0.833
2024-02-22,PRAGUES_(Réa/Pneumo),91,76,0.851
2024-02-22,Urgences_(Passage_court),121,117,0.967
2024-02-22,MSN_(Neuro/Psy),445,386,0.867
2024-02-22,Chirurgie,343,293,0.853
2024-02-22,Coeur_Metabolisme,223,188,0.846
2024-02-22,MSN_(Neuro/Psy),202,170,0.84
2024-02-22,Pôle_31_(Infectieux),142,104,0.731
2024-02-22,Gériatrie,162,127,0.791
2024-02-22,ORPHé_(Onco/Hémato),294,230,0.787
2024-02-23,PRAGUES_(Réa/Pneumo),91,81,0.894
2024-02-23,Urgences_(Passage_court),121,110,0.916
2024-02-23,MSN_(Neuro/Psy),445,386,0.866
2024-02-23,Chirurgie,343,300,0.875
2024-02-23,Coeur_Metabolisme,223,197,0.886
2024-02-23,MSN_(Neuro/Psy),202,167,0.832
2024-02-23,Pôle_31_(Infectieux),142,108,0.763
2024-02-23,Gériatrie,162,127,0.789
2024-02-23,ORPHé_(Onco/Hémato),294,244,0.832
2024-02-24,PRAGUES_(Réa/Pneumo),91,83,0.921
2024-02-24,Urgences_(Passage_court),121,111,0.917
2024-02-24,MSN_(Neuro/Psy),445,375,0.845
2024-02-24,Chirurgie,343,294,0.853
2024-02-24,Coeur_Metabolisme,223,177,0.799
2024-02-24,MSN_(Neuro/Psy),202,165,0.822
2024-02-24,Pôle_31_(Infectieux),142,104,0.731
2024-02-24,Gériatrie,162,126,0.781
2024-02-24,ORPHé_(Onco/Hémato),294,227,0.776
2024-02-25,PRAGUES_(Réa/Pneumo),91,82,0.907
2024-02-25,Urgences_(Passage_court),121,117,0.972
2024-02-25,MSN_(Neuro/Psy),445,373,0.841
2024-02-25,Chirurgie,343,301,0.876
2024-02-25,Coeur_Metabolisme,223,186,0.836
2024-02-25,MSN_(Neuro/Psy),202,167,0.83
2024-02-25,Pôle_31_(Infectieux),142,105,0.739
2024-02-25,Gériatrie,162,120,0.748
2024-02-25,ORPHé_(Onco/Hémato),294,241,0.823
