date,service,categorie,effectif_total,effectif_present,taux_absence
2024-01-04,Maladies_infectieuses,total,270,255,0.052
2024-01-04,Maladies_infectieuses,medecins,32,28,0.098
2024-01-04,Maladies_infectieuses,infirmiers,86,78,0.088
2024-01-04,Maladies_infectieuses,aides,57,52,0.086
2024-01-04,Urgences,total,225,208,0.073
2024-01-04,Urgences,medecins,27,24,0.079
2024-01-04,Urgences,infirmiers,72,66,0.07
2024-01-04,Urgences,aides,48,43,0.1
2024-01-04,Pédiatrie,total,324,302,0.067
2024-01-04,Pédiatrie,medecins,40,35,0.104
2024-01-04,Pédiatrie,infirmiers,108,99,0.075
2024-01-04,Pédiatrie,aides,72,65,0.085
2024-01-04,Autres,total,598,548,0.083
2024-01-04,Autres,medecins,60,54,0.086
2024-01-04,Autres,infirmiers,174,160,0.08
2024-01-04,Autres,aides,132,118,0.099
2024-01-05,Médecine,total,724,668,0.076
2024-01-05,Médecine,medecins,99,89,0.1
2024-01-05,Médecine,infirmiers,269,248,0.075
2024-01-05,Médecine,aides,178,159,0.104
2024-01-05,Chirurgie,total,561,505,0.099
2024-01-05,Chirurgie,medecins,77,70,0.078
2024-01-05,Chirurgie,infirmiers,208,189,0.091
2024-01-05,Chirurgie,aides,138,126,0.086
2024-01-05,Réanimation,total,112,102,0.082
2024-01-05,Réanimation,medecins,20,18,0.083
2024-01-05,Réanimation,infirmiers,50,46,0.08
2024-01-05,Réanimation,aides,15,13,0.1
2024-01-05,Cardiologie,total,404,368,0.089
2024-01-05,Cardiologie,medecins,50,45,0.096
2024-01-05,Cardiologie,infirmiers,135,124,0.075
2024-01-05,Cardiologie,aides,89,82,0.069
2024-01-05,Neurologie,total,376,341,0.093
2024-01-05,Neurologie,medecins,45,40,0.093
2024-01-05,Neurologie,infirmiers,122,111,0.087
2024-01-05,Neurologie,aides,81,74,0.079
2024-01-05,Maladies_infectieuses,total,270,250,0.074
2024-01-05,Maladies_infectieuses,medecins,32,29,0.079
2024-01-05,Maladies_infectieuses,infirmiers,86,78,0.093
2024-01-05,Maladies_infectieuses,aides,57,51,0.088
2024-01-05,Urgences,total,225,200,0.109
2024-01-05,Urgences,medecins,27,24,0.089
2024-01-05,Urgences,infirmiers,72,67,0.069
2024-01-05,Urgences,aides,48,44,0.076
2024-01-05,Pédiatrie,total,324,295,0.087
2024-01-05,Pédiatrie,medecins,40,36,0.091
2024-01-05,Pédiatrie,infirmiers,108,98,0.089
2024-01-05,Pédiatrie,aides,72,66,0.082
2024-01-05,Autres,total,598,552,0.076
2024-01-05,Autres,medecins,60,54,0.096
2024-01-05,Autres,infirmiers,174,158,0.087
2024-01-05,Autres,aides,132,120,0.087
2024-01-06,Médecine,total,724,662,0.084
2024-01-06,Médecine,medecins,99,90,0.082
2024-01-06,Médecine,infirmiers,269,246,0.082
2024-01-06,Médecine,aides,178,165,0.068
2024-01-06,Chirurgie,total,561,509,0.092
2024-01-06,Chirurgie,medecins,77,69,0.094
2024-01-06,Chirurgie,infirmiers,208,193,0.07
2024-01-06,Chirurgie,aides,138,126,0.081
2024-01-06,Réanimation,total,112,101,0.09
2024-01-06,Réanimation,medecins,20,18,0.073
2024-01-06,Réanimation,infirmiers,50,46,0.075
2024-01-06,Réanimation,aides,15,13,0.093
2024-01-06,Cardiologie,total,404,369,0.086
2024-01-06,Cardiologie,medecins,50,45,0.09
2024-01-06,Cardiologie,infirmiers,135,124,0.077
2024-01-06,Cardiologie,aides,89,81,0.089
2024-01-06,Neurologie,total,376,345,0.081
2024-01-06,Neurologie,medecins,45,41,0.079
2024-01-06,Neurologie,infirmiers,122,111,0.089
2024-01-06,Neurologie,aides,81,74,0.075
2024-01-06,Maladies_infectieuses,total,270,246,0.085
2024-01-06,Maladies_infectieuses,medecins,32,29,0.076
2024-01-06,Maladies_infectieuses,infirmiers,86,79,0.074
2024-01-06,Maladies_infectieuses,aides,57,52,0.086
2024-01-06,Urgences,total,225,205,0.088
2024-01-06,Urgences,medecins,27,24,0.092
2024-01-06,Urgences,infirmiers,72,65,0.09
2024-01-06,Urgences,aides,48,43,0.091
2024-01-06,Pédiatrie,total,324,301,0.071
2024-01-06,Pédiatrie,medecins,40,37,0.071
2024-01-06,Pédiatrie,infirmiers,108,99,0.078
2024-01-06,Pédiatrie,aides,72,66,0.08
2024-01-06,Autres,total,598,547,0.085
2024-01-06,Autres,medecins,60,53,0.104
2024-01-06,Autres,infirmiers,174,158,0.088
2024-01-06,Autres,aides,132,121,0.077
2024-01-07,Médecine,total,724,657,0.092
2024-01-07,Médecine,medecins,99,89,0.095
2024-01-07,Médecine,infirmiers,269,250,0.068
2024-01-07,Médecine,aides,178,164,0.074
2024-01-07,Chirurgie,total,561,511,0.088
2024-01-07,Chirurgie,medecins,77,70,0.088
2024-01-07,Chirurgie,infirmiers,208,189,0.088
2024-01-07,Chirurgie,aides,138,128,0.07
2024-01-07,Réanimation,total,112,102,0.086
2024-01-07,Réanimation,medecins,20,18,0.087
2024-01-07,Réanimation,infirmiers,50,45,0.085
2024-01-07,Réanimation,aides,15,13,0.094
2024-01-07,Cardiologie,total,404,354,0.122
2024-01-07,Cardiologie,medecins,50,45,0.096
2024-01-07,Cardiologie,infirmiers,135,122,0.091
2024-01-07,Cardiologie,aides,89,81,0.086
2024-01-07,Neurologie,total,376,341,0.092
2024-01-07,Neurologie,medecins,45,41,0.083
2024-01-07,Neurologie,infirmiers,122,113,0.071
2024-01-07,Neurologie,aides,81,72,0.101
2024-01-07,Maladies_infectieuses,total,270,244,0.094
2024-01-07,Maladies_infectieuses,medecins,32,29,0.08
2024-01-07,Maladies_infectieuses,infirmiers,86,79,0.075
2024-01-07,Maladies_infectieuses,aides,57,51,0.089
2024-01-07,Urgences,total,225,210,0.065
2024-01-07,Urgences,medecins,27,24,0.091
2024-01-07,Urgences,infirmiers,72,65,0.094
2024-01-07,Urgences,aides,48,43,0.095
2024-01-07,Pédiatrie,total,324,298,0.078
2024-01-07,Pédiatrie,medecins,40,36,0.081
2024-01-07,Pédiatrie,infirmiers,108,98,0.087
2024-01-07,Pédiatrie,aides,72,67,0.068
2024-01-07,Autres,total,598,556,0.069
2024-01-07,Autres,medecins,60,55,0.076
2024-01-07,Autres,infirmiers,174,155,0.106
2024-01-07,Autres,aides,132,123,0.068
2024-01-08,Médecine,total,724,662,0.085
2024-01-08,Médecine,medecins,99,89,0.1
2024-01-08,Médecine,infirmiers,269,242,0.098
2024-01-08,Médecine,aides,178,165,0.068
2024-01-08,Chirurgie,total,561,512,0.087
2024-01-08,Chirurgie,medecins,77,70,0.082
2024-01-08,Chirurgie,infirmiers,208,192,0.074
2024-01-08,Chirurgie,aides,138,127,0.078
2024-01-08,Réanimation,total,112,102,0.082
2024-01-08,Réanimation,medecins,20,18,0.079
2024-01-08,Réanimation,infirmiers,50,45,0.081
2024-01-08,Réanimation,aides,15,13,0.095
2024-01-08,Cardiologie,total,404,363,0.101
2024-01-08,Cardiologie,medecins,50,45,0.09
2024-01-08,Cardiologie,infirmiers,135,125,0.073
2024-01-08,Cardiologie,aides,89,81,0.081
2024-01-08,Neurologie,total,376,341,0.091
2024-01-08,Neurologie,medecins,45,40,0.093
2024-01-08,Neurologie,infirmiers,122,111,0.083
2024-01-08,Neurologie,aides,81,72,0.104
2024-01-08,Maladies_infectieuses,total,270,248,0.08
2024-01-08,Maladies_infectieuses,medecins,32,29,0.08
2024-01-08,Maladies_infectieuses,infirmiers,86,77,0.098
2024-01-08,Maladies_infectieuses,aides,57,51,0.09
2024-01-08,Urgences,total,225,206,0.08
2024-01-08,Urgences,medecins,27,24,0.085
2024-01-08,Urgences,infirmiers,72,64,0.098
2024-01-08,Urgences,aides,48,44,0.077
2024-01-08,Pédiatrie,total,324,298,0.078
2024-01-08,Pédiatrie,medecins,40,36,0.085
2024-01-08,Pédiatrie,infirmiers,108,98,0.087
2024-01-08,Pédiatrie,aides,72,65,0.092
2024-01-08,Autres,total,598,536,0.103
2024-01-08,Autres,medecins,60,54,0.089
2024-01-08,Autres,infirmiers,174,158,0.088
2024-01-08,Autres,aides,132,120,0.09
2024-01-09,Médecine,total,724,661,0.086
2024-01-09,Médecine,medecins,99,91,0.08
2024-01-09,Médecine,infirmiers,269,248,0.077
2024-01-09,Médecine,aides,178,162,0.085
2024-01-09,Chirurgie,total,561,518,0.075
2024-01-09,Chirurgie,medecins,77,70,0.081
2024-01-09,Chirurgie,infirmiers,208,193,0.069
2024-01-09,Chirurgie,aides,138,125,0.093
2024-01-09,Réanimation,total,112,103,0.077
2024-01-09,Réanimation,medecins,20,18,0.09
2024-01-09,Réanimation,infirmiers,50,45,0.085
2024-01-09,Réanimation,aides,15,13,0.079
2024-01-09,Cardiologie,total,404,367,0.091
2024-01-09,Cardiologie,medecins,50,45,0.099
2024-01-09,Cardiologie,infirmiers,135,123,0.087
2024-01-09,Cardiologie,aides,89,80,0.092
2024-01-09,Neurologie,total,376,345,0.082
2024-01-09,Neurologie,medecins,45,40,0.099
2024-01-09,Neurologie,infirmiers,122,109,0.101
2024-01-09,Neurologie,aides,81,75,0.071
2024-01-09,Maladies_infectieuses,total,270,247,0.082
2024-01-09,Maladies_infectieuses,medecins,32,29,0.083
2024-01-09,Maladies_infectieuses,infirmiers,86,77,0.101
2024-01-09,Maladies_infectieuses,aides,57,51,0.089
2024-01-09,Urgences,total,225,205,0.087
2024-01-09,Urgences,medecins,27,24,0.084
2024-01-09,Urgences,infirmiers,72,66,0.083
2024-01-09,Urgences,aides,48,44,0.065
2024-01-09,Pédiatrie,total,324,293,0.095
2024-01-09,Pédiatrie,medecins,40,36,0.086
2024-01-09,Pédiatrie,infirmiers,108,101,0.058
2024-01-09,Pédiatrie,aides,72,66,0.075
2024-01-09,Autres,total,598,549,0.081
2024-01-09,Autres,medecins,60,54,0.097
2024-01-09,Autres,infirmiers,174,159,0.085
2024-01-09,Autres,aides,132,122,0.074
2024-01-10,Médecine,total,724,673,0.07
2024-01-10,Médecine,medecins,99,89,0.101
2024-01-10,Médecine,infirmiers,269,251,0.066
2024-01-10,Médecine,aides,178,164,0.076
2024-01-10,Chirurgie,total,561,525,0.063
2024-01-10,Chirurgie,medecins,77,70,0.088
2024-01-10,Chirurgie,infirmiers,208,190,0.086
2024-01-10,Chirurgie,aides,138,126,0.086
2024-01-10,Réanimation,total,112,101,0.094
2024-01-10,Réanimation,medecins,20,18,0.098
2024-01-10,Réanimation,infirmiers,50,45,0.084
2024-01-10,Réanimation,aides,15,13,0.089
2024-01-10,Cardiologie,total,404,368,0.089
2024-01-10,Cardiologie,medecins,50,46,0.079
2024-01-10,Cardiologie,infirmiers,135,124,0.079
2024-01-10,Cardiologie,aides,89,81,0.089
2024-01-10,Neurologie,total,376,346,0.079
2024-01-10,Neurologie,medecins,45,41,0.086
2024-01-10,Neurologie,infirmiers,122,112,0.077
2024-01-10,Neurologie,aides,81,73,0.087
2024-01-10,Maladies_infectieuses,total,270,246,0.085
2024-01-10,Maladies_infectieuses,medecins,32,29,0.068
2024-01-10,Maladies_infectieuses,infirmiers,86,78,0.089
2024-01-10,Maladies_infectieuses,aides,57,52,0.075
2024-01-10,Urgences,total,225,204,0.089
2024-01-10,Urgences,medecins,27,24,0.088
2024-01-10,Urgences,infirmiers,72,66,0.08
2024-01-10,Urgences,aides,48,42,0.105
2024-01-10,Pédiatrie,total,324,298,0.078
2024-01-10,Pédiatrie,medecins,40,36,0.076
2024-01-10,Pédiatrie,infirmiers,108,99,0.075
2024-01-10,Pédiatrie,aides,72,66,0.08
2024-01-10,Autres,total,598,541,0.095
2024-01-10,Autres,medecins,60,54,0.089
2024-01-10,Autres,infirmiers,174,160,0.078
2024-01-10,Autres,aides,132,124,0.054
2024-01-11,Médecine,total,724,651,0.1
2024-01-11,Médecine,medecins,99,91,0.077
2024-01-11,Médecine,infirmiers,269,244,0.09
2024-01-11,Médecine,aides,178,162,0.085
2024-01-11,Chirurgie,total,561,522,0.069
2024-01-11,Chirurgie,medecins,77,72,0.062
2024-01-11,Chirurgie,infirmiers,208,190,0.085
2024-01-11,Chirurgie,aides,138,127,0.077
2024-01-11,Réanimation,total,112,103,0.076
2024-01-11,Réanimation,medecins,20,18,0.073
2024-01-11,Réanimation,infirmiers,50,45,0.086
2024-01-11,Réanimation,aides,15,13,0.083
2024-01-11,Cardiologie,total,404,378,0.063
2024-01-11,Cardiologie,medecins,50,45,0.087
2024-01-11,Cardiologie,infirmiers,135,124,0.078
2024-01-11,Cardiologie,aides,89,82,0.075
2024-01-11,Neurologie,total,376,346,0.079
2024-01-11,Neurologie,medecins,45,40,0.1
2024-01-11,Neurologie,infirmiers,122,111,0.089
2024-01-11,Neurologie,aides,81,74,0.083
2024-01-11,Maladies_infectieuses,total,270,248,0.079
2024-01-11,Maladies_infectieuses,medecins,32,29,0.072
2024-01-11,Maladies_infectieuses,infirmiers,86,79,0.078
2024-01-11,Maladies_infectieuses,aides,57,50,0.111
2024-01-11,Urgences,total,225,206,0.081
2024-01-11,Urgences,medecins,27,24,0.088
2024-01-11,Urgences,infirmiers,72,66,0.079
2024-01-11,Urgences,aides,48,43,0.094
2024-01-11,Pédiatrie,total,324,296,0.085
2024-01-11,Pédiatrie,medecins,40,36,0.077
2024-01-11,Pédiatrie,infirmiers,108,98,0.091
2024-01-11,Pédiatrie,aides,72,67,0.069
2024-01-11,Autres,total,598,549,0.081
2024-01-11,Autres,medecins,60,54,0.085
2024-01-11,Autres,infirmiers,174,159,0.085
2024-01-11,Autres,aides,132,121,0.08
2024-01-12,Médecine,total,724,660,0.088
2024-01-12,Médecine,medecins,99,89,0.092
2024-01-12,Médecine,infirmiers,269,236,0.12
2024-01-12,Médecine,aides,178,163,0.082
2024-01-12,Chirurgie,total,561,510,0.091
2024-01-12,Chirurgie,medecins,77,70,0.086
2024-01-12,Chirurgie,infirmiers,208,188,0.095
2024-01-12,Chirurgie,aides,138,127,0.079
2024-01-12,Réanimation,total,112,102,0.082
2024-01-12,Réanimation,medecins,20,18,0.089
2024-01-12,Réanimation,infirmiers,50,46,0.078
2024-01-12,Réanimation,aides,15,13,0.091
2024-01-12,Cardiologie,total,404,361,0.105
2024-01-12,Cardiologie,medecins,50,45,0.085
2024-01-12,Cardiologie,infirmiers,135,124,0.076
2024-01-12,Cardiologie,aides,89,82,0.077
2024-01-12,Neurologie,total,376,345,0.081
2024-01-12,Neurologie,medecins,45,41,0.086
2024-01-12,Neurologie,infirmiers,122,111,0.087
2024-01-12,Neurologie,aides,81,73,0.087
2024-01-12,Maladies_infectieuses,total,270,247,0.082
2024-01-12,Maladies_infectieuses,medecins,32,28,0.1
2024-01-12,Maladies_infectieuses,infirmiers,86,79,0.076
2024-01-12,Maladies_infectieuses,aides,57,51,0.089
2024-01-12,Urgences,total,225,206,0.083
2024-01-12,Urgences,medecins,27,24,0.095
2024-01-12,Urgences,infirmiers,72,65,0.089
2024-01-12,Urgences,aides,48,44,0.08
2024-01-12,Pédiatrie,total,324,297,0.082
2024-01-12,Pédiatrie,medecins,40,36,0.098
2024-01-12,Pédiatrie,infirmiers,108,97,0.102
2024-01-12,Pédiatrie,aides,72,66,0.082
2024-01-12,Autres,total,598,531,0.112
2024-01-12,Autres,medecins,60,54,0.086
2024-01-12,Autres,infirmiers,174,159,0.083
2024-01-12,Autres,aides,132,118,0.099
2024-01-13,Médecine,total,724,648,0.105
2024-01-13,Médecine,medecins,99,89,0.098
2024-01-13,Médecine,infirmiers,269,249,0.074
2024-01-13,Médecine,aides,178,162,0.086
2024-01-13,Chirurgie,total,561,518,0.075
2024-01-13,Chirurgie,medecins,77,69,0.092
2024-01-13,Chirurgie,infirmiers,208,190,0.084
2024-01-13,Chirurgie,aides,138,124,0.094
2024-01-13,Réanimation,total,112,102,0.085
2024-01-13,Réanimation,medecins,20,18,0.076
2024-01-13,Réanimation,infirmiers,50,45,0.085
2024-01-13,Réanimation,aides,15,14,0.064
2024-01-13,Cardiologie,total,404,368,0.087
2024-01-13,Cardiologie,medecins,50,45,0.084
2024-01-13,Cardiologie,infirmiers,135,122,0.091
2024-01-13,Cardiologie,aides,89,80,0.098
2024-01-13,Neurologie,total,376,348,0.074
2024-01-13,Neurologie,medecins,45,40,0.093
2024-01-13,Neurologie,infirmiers,122,113,0.07
2024-01-13,Neurologie,aides,81,73,0.092
2024-01-13,Maladies_infectieuses,total,270,249,0.075
2024-01-13,Maladies_infectieuses,medecins,32,28,0.095
2024-01-13,Maladies_infectieuses,infirmiers,86,78,0.089
2024-01-13,Maladies_infectieuses,aides,57,52,0.078
2024-01-13,Urgences,total,225,206,0.082
2024-01-13,Urgences,medecins,27,24,0.076
2024-01-13,Urgences,infirmiers,72,65,0.088
2024-01-13,Urgences,aides,48,43,0.094
2024-01-13,Pédiatrie,total,324,301,0.07
2024-01-13,Pédiatrie,medecins,40,36,0.076
2024-01-13,Pédiatrie,infirmiers,108,99,0.08
2024-01-13,Pédiatrie,aides,72,64,0.103
2024-01-13,Autres,total,598,541,0.095
2024-01-13,Autres,medecins,60,54,0.087
2024-01-13,Autres,infirmiers,174,160,0.08
2024-01-13,Autres,aides,132,121,0.081
2024-01-14,Médecine,total,724,658,0.091
2024-01-14,Médecine,medecins,99,92,0.07
2024-01-14,Médecine,infirmiers,269,247,0.08
2024-01-14,Médecine,aides,178,164,0.076
2024-01-14,Chirurgie,total,561,515,0.082
2024-01-14,Chirurgie,medecins,77,70,0.079
2024-01-14,Chirurgie,infirmiers,208,188,0.093
2024-01-14,Chirurgie,aides,138,124,0.096
2024-01-14,Réanimation,total,112,102,0.089
2024-01-14,Réanimation,medecins,20,18,0.094
2024-01-14,Réanimation,infirmiers,50,45,0.089
2024-01-14,Réanimation,aides,15,13,0.089
2024-01-14,Cardiologie,total,404,371,0.08
2024-01-14,Cardiologie,medecins,50,46,0.079
2024-01-14,Cardiologie,infirmiers,135,124,0.076
2024-01-14,Cardiologie,aides,89,82,0.071
2024-01-14,Neurologie,total,376,342,0.09
2024-01-14,Neurologie,medecins,45,40,0.094
2024-01-14,Neurologie,infirmiers,122,111,0.086
2024-01-14,Neurologie,aides,81,72,0.1
2024-01-14,Maladies_infectieuses,total,270,250,0.072
2024-01-14,Maladies_infectieuses,medecins,32,29,0.089
2024-01-14,Maladies_infectieuses,infirmiers,86,77,0.098
2024-01-14,Maladies_infectieuses,aides,57,52,0.085
2024-01-14,Urgences,total,225,203,0.096
2024-01-14,Urgences,medecins,27,24,0.081
2024-01-14,Urgences,infirmiers,72,66,0.074
2024-01-14,Urgences,aides,48,43,0.102
2024-01-14,Pédiatrie,total,324,295,0.089
2024-01-14,Pédiatrie,medecins,40,36,0.088
2024-01-14,Pédiatrie,infirmiers,108,99,0.081
2024-01-14,Pédiatrie,aides,72,66,0.071
2024-01-14,Autres,total,598,547,0.085
2024-01-14,Autres,medecins,60,54,0.086
2024-01-14,Autres,infirmiers,174,161,0.074
2024-01-14,Autres,aides,132,121,0.078
2024-01-15,Médecine,total,724,672,0.071
2024-01-15,Médecine,medecins,99,91,0.078
2024-01-15,Médecine,infirmiers,269,250,0.07
2024-01-15,Médecine,aides,178,163,0.082
2024-01-15,Chirurgie,total,561,513,0.084
2024-01-15,Chirurgie,medecins,77,69,0.102
2024-01-15,Chirurgie,infirmiers,208,186,0.102
2024-01-15,Chirurgie,aides,138,124,0.096
2024-01-15,Réanimation,total,112,103,0.074
2024-01-15,Réanimation,medecins,20,18,0.084
2024-01-15,Réanimation,infirmiers,50,46,0.077
2024-01-15,Réanimation,aides,15,13,0.087
2024-01-15,Cardiologie,total,404,369,0.086
2024-01-15,Cardiologie,medecins,50,45,0.093
2024-01-15,Cardiologie,infirmiers,135,125,0.073
2024-01-15,Cardiologie,aides,89,82,0.07
2024-01-15,Neurologie,total,376,343,0.087
2024-01-15,Neurologie,medecins,45,41,0.084
2024-01-15,Neurologie,infirmiers,122,113,0.069
2024-01-15,Neurologie,aides,81,73,0.092
2024-01-15,Maladies_infectieuses,total,270,245,0.092
2024-01-15,Maladies_infectieuses,medecins,32,28,0.103
2024-01-15,Maladies_infectieuses,infirmiers,86,79,0.071
2024-01-15,Maladies_infectieuses,aides,57,52,0.086
2024-01-15,Urgences,total,225,208,0.075
2024-01-15,Urgences,medecins,27,24,0.085
2024-01-15,Urgences,infirmiers,72,66,0.075
2024-01-15,Urgences,aides,48,44,0.079
2024-01-15,Pédiatrie,total,324,294,0.092
2024-01-15,Pédiatrie,medecins,40,35,0.102
2024-01-15,Pédiatrie,infirmiers,108,97,0.095
2024-01-15,Pédiatrie,aides,72,65,0.091
2024-01-15,Autres,total,598,550,0.079
2024-01-15,Autres,medecins,60,54,0.086
2024-01-15,Autres,infirmiers,174,155,0.104
2024-01-15,Autres,aides,132,120,0.086
2024-01-16,Médecine,total,724,667,0.079
2024-01-16,Médecine,medecins,99,91,0.076
2024-01-16,Médecine,infirmiers,269,242,0.099
2024-01-16,Médecine,aides,178,162,0.085
2024-01-16,Chirurgie,total,561,518,0.076
2024-01-16,Chirurgie,medecins,77,69,0.097
2024-01-16,Chirurgie,infirmiers,208,192,0.076
2024-01-16,Chirurgie,aides,138,127,0.077
2024-01-16,Réanimation,total,112,101,0.093
2024-01-16,Réanimation,medecins,20,18,0.085
2024-01-16,Réanimation,infirmiers,50,45,0.096
