date,service,equipement,quantite_totale,en_service,disponible,taux_utilisation
2024-01-03,MSN_(Neuro/Psy),Perfuseurs,477,358,119,0.753
2024-01-03,MSN_(Neuro/Psy),Échos,32,21,11,0.697
2024-01-03,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.589
2024-01-03,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.689
2024-01-03,Chirurgie,Moniteurs,64,55,9,0.872
2024-01-03,Chirurgie,Perfuseurs,265,193,72,0.731
2024-01-03,Chirurgie,Échos,26,18,8,0.699
2024-01-03,Chirurgie,Défibrillateurs,21,13,8,0.614
2024-01-03,Chirurgie,Respirateurs,11,6,5,0.656
2024-01-03,Imagerie,IRM,5,4,1,0.98
2024-01-03,Imagerie,Scanners,4,3,1,0.875
2024-01-03,Imagerie,Échos,16,11,5,0.679
2024-01-03,Urgences_(Passage_court),Moniteurs,26,22,4,0.861
2024-01-03,Urgences_(Passage_court),Perfuseurs,37,24,13,0.682
2024-01-03,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.623
2024-01-04,PRAGUES_(Réa/Pneumo),Respirateurs,127,101,26,0.797
2024-01-04,PRAGUES_(Réa/Pneumo),Moniteurs,95,83,12,0.877
2024-01-04,PRAGUES_(Réa/Pneumo),Perfuseurs,106,90,16,0.852
2024-01-04,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.665
2024-01-04,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,77,8,0.924
2024-01-04,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.849
2024-01-04,MSN_(Neuro/Psy),Moniteurs,191,148,43,0.783
2024-01-04,MSN_(Neuro/Psy),Perfuseurs,477,366,111,0.768
2024-01-04,MSN_(Neuro/Psy),Échos,32,22,10,0.732
2024-01-04,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.563
2024-01-04,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.66
2024-01-04,Chirurgie,Moniteurs,64,42,22,0.683
2024-01-04,Chirurgie,Perfuseurs,265,202,63,0.766
2024-01-04,Chirurgie,Échos,26,18,8,0.692
2024-01-04,Chirurgie,Défibrillateurs,21,12,9,0.566
2024-01-04,Chirurgie,Respirateurs,11,6,5,0.641
2024-01-04,Imagerie,IRM,5,4,1,0.952
2024-01-04,Imagerie,Scanners,4,3,1,0.889
2024-01-04,Imagerie,Échos,16,11,5,0.727
2024-01-04,Urgences_(Passage_court),Moniteurs,26,21,5,0.811
2024-01-04,Urgences_(Passage_court),Perfuseurs,37,26,11,0.737
2024-01-04,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.601
2024-01-05,PRAGUES_(Réa/Pneumo),Respirateurs,127,95,32,0.757
2024-01-05,PRAGUES_(Réa/Pneumo),Moniteurs,95,84,11,0.888
2024-01-05,PRAGUES_(Réa/Pneumo),Perfuseurs,106,94,12,0.896
2024-01-05,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,18,8,0.691
2024-01-05,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,71,14,0.847
2024-01-05,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.774
2024-01-05,MSN_(Neuro/Psy),Moniteurs,191,139,52,0.728
2024-01-05,MSN_(Neuro/Psy),Perfuseurs,477,385,92,0.808
2024-01-05,MSN_(Neuro/Psy),Échos,32,23,9,0.752
2024-01-05,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.632
2024-01-05,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.651
2024-01-05,Chirurgie,Moniteurs,64,54,10,0.861
2024-01-05,Chirurgie,Perfuseurs,265,202,63,0.766
2024-01-05,Chirurgie,Échos,26,19,7,0.756
2024-01-05,Chirurgie,Défibrillateurs,21,13,8,0.627
2024-01-05,Chirurgie,Respirateurs,11,6,5,0.614
2024-01-05,Imagerie,IRM,5,4,1,0.966
2024-01-05,Imagerie,Scanners,4,3,1,0.885
2024-01-05,Imagerie,Échos,16,12,4,0.736
2024-01-05,Urgences_(Passage_court),Moniteurs,26,19,7,0.755
2024-01-05,Urgences_(Passage_court),Perfuseurs,37,23,14,0.651
2024-01-05,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.623
2024-01-06,PRAGUES_(Réa/Pneumo),Respirateurs,127,104,23,0.818
2024-01-06,PRAGUES_(Réa/Pneumo),Moniteurs,95,89,6,0.941
2024-01-06,PRAGUES_(Réa/Pneumo),Perfuseurs,106,91,15,0.868
2024-01-06,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,20,6,0.762
2024-01-06,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,72,13,0.862
2024-01-06,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.816
2024-01-06,MSN_(Neuro/Psy),Moniteurs,191,161,30,0.847
2024-01-06,MSN_(Neuro/Psy),Perfuseurs,477,329,148,0.69
2024-01-06,MSN_(Neuro/Psy),Échos,32,20,12,0.666
2024-01-06,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.563
2024-01-06,MSN_(Neuro/Psy),Respirateurs,21,13,8,0.622
2024-01-06,Chirurgie,Moniteurs,64,46,18,0.725
2024-01-06,Chirurgie,Perfuseurs,265,200,65,0.756
2024-01-06,Chirurgie,Échos,26,17,9,0.676
2024-01-06,Chirurgie,Défibrillateurs,21,13,8,0.639
2024-01-06,Chirurgie,Respirateurs,11,6,5,0.662
2024-01-06,Imagerie,IRM,5,4,1,0.891
2024-01-06,Imagerie,Scanners,4,3,1,0.874
2024-01-06,Imagerie,Échos,16,11,5,0.696
2024-01-06,Urgences_(Passage_court),Moniteurs,26,20,6,0.783
2024-01-06,Urgences_(Passage_court),Perfuseurs,37,28,9,0.768
2024-01-06,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.621
2024-01-07,PRAGUES_(Réa/Pneumo),Respirateurs,127,100,27,0.785
2024-01-07,PRAGUES_(Réa/Pneumo),Moniteurs,95,87,8,0.916
2024-01-07,PRAGUES_(Réa/Pneumo),Perfuseurs,106,96,10,0.919
2024-01-07,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,18,8,0.714
2024-01-07,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,70,15,0.827
2024-01-07,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.807
2024-01-07,MSN_(Neuro/Psy),Moniteurs,191,154,37,0.811
2024-01-07,MSN_(Neuro/Psy),Perfuseurs,477,375,102,0.787
2024-01-07,MSN_(Neuro/Psy),Échos,32,19,13,0.619
2024-01-07,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.612
2024-01-07,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.655
2024-01-07,Chirurgie,Moniteurs,64,51,13,0.806
2024-01-07,Chirurgie,Perfuseurs,265,197,68,0.747
2024-01-07,Chirurgie,Échos,26,18,8,0.715
2024-01-07,Chirurgie,Défibrillateurs,21,12,9,0.592
2024-01-07,Chirurgie,Respirateurs,11,6,5,0.63
2024-01-07,Imagerie,IRM,5,4,1,0.883
2024-01-07,Imagerie,Scanners,4,3,1,0.854
2024-01-07,Imagerie,Échos,16,11,5,0.719
2024-01-07,Urgences_(Passage_court),Moniteurs,26,19,7,0.756
2024-01-07,Urgences_(Passage_court),Perfuseurs,37,28,9,0.754
2024-01-07,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.583
2024-01-08,PRAGUES_(Réa/Pneumo),Respirateurs,127,95,32,0.756
2024-01-08,PRAGUES_(Réa/Pneumo),Moniteurs,95,87,8,0.921
2024-01-08,PRAGUES_(Réa/Pneumo),Perfuseurs,106,89,17,0.848
2024-01-08,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.664
2024-01-08,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,70,15,0.836
2024-01-08,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.744
2024-01-08,MSN_(Neuro/Psy),Moniteurs,191,145,46,0.764
2024-01-08,MSN_(Neuro/Psy),Perfuseurs,477,355,122,0.745
2024-01-08,MSN_(Neuro/Psy),Échos,32,21,11,0.679
2024-01-08,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.6
2024-01-08,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.668
2024-01-08,Chirurgie,Moniteurs,64,54,10,0.864
2024-01-08,Chirurgie,Perfuseurs,265,177,88,0.67
2024-01-08,Chirurgie,Échos,26,18,8,0.709
2024-01-08,Chirurgie,Défibrillateurs,21,13,8,0.618
2024-01-08,Chirurgie,Respirateurs,11,6,5,0.696
2024-01-08,Imagerie,IRM,5,4,1,0.867
2024-01-08,Imagerie,Scanners,4,3,1,0.819
2024-01-08,Imagerie,Échos,16,12,4,0.741
2024-01-08,Urgences_(Passage_court),Moniteurs,26,21,5,0.824
2024-01-08,Urgences_(Passage_court),Perfuseurs,37,26,11,0.739
2024-01-08,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.623
2024-01-09,PRAGUES_(Réa/Pneumo),Respirateurs,127,93,34,0.737
2024-01-09,PRAGUES_(Réa/Pneumo),Moniteurs,95,89,6,0.937
2024-01-09,PRAGUES_(Réa/Pneumo),Perfuseurs,106,84,22,0.794
2024-01-09,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,19,7,0.724
2024-01-09,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,70,15,0.83
2024-01-09,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.826
2024-01-09,MSN_(Neuro/Psy),Moniteurs,191,154,37,0.808
2024-01-09,MSN_(Neuro/Psy),Perfuseurs,477,360,117,0.758
2024-01-09,MSN_(Neuro/Psy),Échos,32,22,10,0.717
2024-01-09,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.58
2024-01-09,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.671
2024-01-09,Chirurgie,Moniteurs,64,53,11,0.842
2024-01-09,Chirurgie,Perfuseurs,265,189,76,0.715
2024-01-09,Chirurgie,Échos,26,19,7,0.747
2024-01-09,Chirurgie,Défibrillateurs,21,12,9,0.585
2024-01-09,Chirurgie,Respirateurs,11,6,5,0.631
2024-01-09,Imagerie,IRM,5,4,1,0.951
2024-01-09,Imagerie,Scanners,4,3,1,0.819
2024-01-09,Imagerie,Échos,16,11,5,0.676
2024-01-09,Urgences_(Passage_court),Moniteurs,26,20,6,0.791
2024-01-09,Urgences_(Passage_court),Perfuseurs,37,30,7,0.803
2024-01-09,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.551
2024-01-10,PRAGUES_(Réa/Pneumo),Respirateurs,127,93,34,0.741
2024-01-10,PRAGUES_(Réa/Pneumo),Moniteurs,95,85,10,0.895
2024-01-10,PRAGUES_(Réa/Pneumo),Perfuseurs,106,93,13,0.882
2024-01-10,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.678
2024-01-10,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,72,13,0.862
2024-01-10,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.82
2024-01-10,MSN_(Neuro/Psy),Moniteurs,191,155,36,0.813
2024-01-10,MSN_(Neuro/Psy),Perfuseurs,477,336,141,0.705
2024-01-10,MSN_(Neuro/Psy),Échos,32,22,10,0.717
2024-01-10,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.629
2024-01-10,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.661
2024-01-10,Chirurgie,Moniteurs,64,48,16,0.758
2024-01-10,Chirurgie,Perfuseurs,265,204,61,0.771
2024-01-10,Chirurgie,Échos,26,18,8,0.711
2024-01-10,Chirurgie,Défibrillateurs,21,13,8,0.611
2024-01-10,Chirurgie,Respirateurs,11,6,5,0.622
2024-01-10,Imagerie,IRM,5,4,1,0.894
2024-01-10,Imagerie,Scanners,4,3,1,0.9
2024-01-10,Imagerie,Échos,16,12,4,0.759
2024-01-10,Urgences_(Passage_court),Moniteurs,26,21,5,0.827
2024-01-10,Urgences_(Passage_court),Perfuseurs,37,30,7,0.827
2024-01-10,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.642
2024-01-11,PRAGUES_(Réa/Pneumo),Respirateurs,127,98,29,0.773
2024-01-11,PRAGUES_(Réa/Pneumo),Moniteurs,95,84,11,0.882
2024-01-11,PRAGUES_(Réa/Pneumo),Perfuseurs,106,89,17,0.842
2024-01-11,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,18,8,0.703
2024-01-11,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,78,7,0.929
2024-01-11,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.852
2024-01-11,MSN_(Neuro/Psy),Moniteurs,191,140,51,0.735
2024-01-11,MSN_(Neuro/Psy),Perfuseurs,477,356,121,0.748
2024-01-11,MSN_(Neuro/Psy),Échos,32,22,10,0.721
2024-01-11,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.617
2024-01-11,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.674
2024-01-11,Chirurgie,Moniteurs,64,53,11,0.838
2024-01-11,Chirurgie,Perfuseurs,265,182,83,0.69
2024-01-11,Chirurgie,Échos,26,18,8,0.712
2024-01-11,Chirurgie,Défibrillateurs,21,12,9,0.572
2024-01-11,Chirurgie,Respirateurs,11,5,6,0.597
2024-01-11,Imagerie,IRM,5,4,1,0.921
2024-01-11,Imagerie,Scanners,4,3,1,0.909
2024-01-11,Imagerie,Échos,16,11,5,0.685
2024-01-11,Urgences_(Passage_court),Moniteurs,26,22,4,0.859
2024-01-11,Urgences_(Passage_court),Perfuseurs,37,28,9,0.753
2024-01-11,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.566
2024-01-12,PRAGUES_(Réa/Pneumo),Respirateurs,127,96,31,0.763
2024-01-12,PRAGUES_(Réa/Pneumo),Moniteurs,95,85,10,0.893
2024-01-12,PRAGUES_(Réa/Pneumo),Perfuseurs,106,92,14,0.87
2024-01-12,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.654
2024-01-12,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,73,12,0.863
2024-01-12,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.787
2024-01-12,MSN_(Neuro/Psy),Moniteurs,191,149,42,0.788
2024-01-12,MSN_(Neuro/Psy),Perfuseurs,477,353,124,0.741
2024-01-12,MSN_(Neuro/Psy),Échos,32,21,11,0.669
2024-01-12,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.624
2024-01-12,MSN_(Neuro/Psy),Respirateurs,21,13,8,0.616
2024-01-12,Chirurgie,Moniteurs,64,51,13,0.811
2024-01-12,Chirurgie,Perfuseurs,265,188,77,0.709
2024-01-12,Chirurgie,Échos,26,16,10,0.636
2024-01-12,Chirurgie,Défibrillateurs,21,11,10,0.535
2024-01-12,Chirurgie,Respirateurs,11,6,5,0.641
2024-01-12,Imagerie,IRM,5,4,1,0.98
2024-01-12,Imagerie,Scanners,4,3,1,0.846
2024-01-12,Imagerie,Échos,16,11,5,0.709
2024-01-12,Urgences_(Passage_court),Moniteurs,26,20,6,0.781
2024-01-12,Urgences_(Passage_court),Perfuseurs,37,26,11,0.735
2024-01-12,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.618
2024-01-13,PRAGUES_(Réa/Pneumo),Respirateurs,127,106,21,0.834
2024-01-13,PRAGUES_(Réa/Pneumo),Moniteurs,95,86,9,0.901
2024-01-13,PRAGUES_(Réa/Pneumo),Perfuseurs,106,87,19,0.827
2024-01-13,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,18,8,0.713
2024-01-13,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,76,9,0.902
2024-01-13,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.774
2024-01-13,MSN_(Neuro/Psy),Moniteurs,191,147,44,0.775
2024-01-13,MSN_(Neuro/Psy),Perfuseurs,477,376,101,0.791
2024-01-13,MSN_(Neuro/Psy),Échos,32,21,11,0.692
2024-01-13,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.596
2024-01-13,MSN_(Neuro/Psy),Respirateurs,21,13,8,0.646
2024-01-13,Chirurgie,Moniteurs,64,47,17,0.742
2024-01-13,Chirurgie,Perfuseurs,265,199,66,0.754
2024-01-13,Chirurgie,Échos,26,18,8,0.69
2024-01-13,Chirurgie,Défibrillateurs,21,13,8,0.604
2024-01-13,Chirurgie,Respirateurs,11,6,5,0.626
2024-01-13,Imagerie,IRM,5,4,1,0.905
2024-01-13,Imagerie,Scanners,4,3,1,0.919
2024-01-13,Imagerie,Échos,16,11,5,0.712
2024-01-13,Urgences_(Passage_court),Moniteurs,26,20,6,0.777
2024-01-13,Urgences_(Passage_court),Perfuseurs,37,26,11,0.738
2024-01-13,Urgences_(Passage_court),Défibrillateurs,16,7,9,0.513
2024-01-14,PRAGUES_(Réa/Pneumo),Respirateurs,127,105,22,0.826
2024-01-14,PRAGUES_(Réa/Pneumo),Moniteurs,95,88,7,0.924
2024-01-14,PRAGUES_(Réa/Pneumo),Perfuseurs,106,85,21,0.802
2024-01-14,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.675
2024-01-14,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,74,11,0.879
2024-01-14,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.849
2024-01-14,MSN_(Neuro/Psy),Moniteurs,191,157,34,0.823
2024-01-14,MSN_(Neuro/Psy),Perfuseurs,477,365,112,0.765
2024-01-14,MSN_(Neuro/Psy),Échos,32,23,9,0.737
2024-01-14,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.59
2024-01-14,MSN_(Neuro/Psy),Respirateurs,21,12,9,0.585
2024-01-14,Chirurgie,Moniteurs,64,50,14,0.794
2024-01-14,Chirurgie,Perfuseurs,265,184,81,0.697
2024-01-14,Chirurgie,Échos,26,18,8,0.683
2024-01-14,Chirurgie,Défibrillateurs,21,13,8,0.621
2024-01-14,Chirurgie,Respirateurs,11,7,4,0.701
2024-01-14,Imagerie,IRM,5,4,1,0.941
2024-01-14,Imagerie,Scanners,4,3,1,0.894
2024-01-14,Imagerie,Échos,16,12,4,0.759
2024-01-14,Urgences_(Passage_court),Moniteurs,26,21,5,0.82
2024-01-14,Urgences_(Passage_court),Perfuseurs,37,26,11,0.718
2024-01-14,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.612
2024-01-15,PRAGUES_(Réa/Pneumo),Respirateurs,127,84,43,0.662
2024-01-15,PRAGUES_(Réa/Pneumo),Moniteurs,95,90,5,0.951
2024-01-15,PRAGUES_(Réa/Pneumo),Perfuseurs,106,87,19,0.825
2024-01-15,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,18,8,0.719
2024-01-15,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,68,17,0.806
2024-01-15,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.833
2024-01-15,MSN_(Neuro/Psy),Moniteurs,191,159,32,0.837
2024-01-15,MSN_(Neuro/Psy),Perfuseurs,477,331,146,0.693
2024-01-15,MSN_(Neuro/Psy),Échos,32,22,10,0.729
2024-01-15,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.596
2024-01-15,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.679
2024-01-15,Chirurgie,Moniteurs,64,52,12,0.83
2024-01-15,Chirurgie,Perfuseurs,265,199,66,0.756
2024-01-15,Chirurgie,Échos,26,18,8,0.713
2024-01-15,Chirurgie,Défibrillateurs,21,12,9,0.576
2024-01-15,Chirurgie,Respirateurs,11,6,5,0.685
2024-01-15,Imagerie,IRM,5,4,1,0.888
2024-01-15,Imagerie,Scanners,4,3,1,0.915
2024-01-15,Imagerie,Échos,16,11,5,0.716
2024-01-15,Urgences_(Passage_court),Moniteurs,26,21,5,0.831
2024-01-15,Urgences_(Passage_court),Perfuseurs,37,28,9,0.765
2024-01-15,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.564
2024-01-16,PRAGUES_(Réa/Pneumo),Respirateurs,127,91,36,0.718
2024-01-16,PRAGUES_(Réa/Pneumo),Moniteurs,95,88,7,0.928
2024-01-16,PRAGUES_(Réa/Pneumo),Perfuseurs,106,83,23,0.785
2024-01-16,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.66
2024-01-16,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,80,5,0.945
2024-01-16,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.865
2024-01-16,MSN_(Neuro/Psy),Moniteurs,191,142,49,0.747
2024-01-16,MSN_(Neuro/Psy),Perfuseurs,477,351,126,0.738
2024-01-16,MSN_(Neuro/Psy),Échos,32,20,12,0.661
2024-01-16,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.6
2024-01-16,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.66
2024-01-16,Chirurgie,Moniteurs,64,51,13,0.804
2024-01-16,Chirurgie,Perfuseurs,265,223,42,0.842
2024-01-16,Chirurgie,Échos,26,17,9,0.68
2024-01-16,Chirurgie,Défibrillateurs,21,12,9,0.6
2024-01-16,Chirurgie,Respirateurs,11,6,5,0.671
2024-01-16,Imagerie,IRM,5,4,1,0.881
2024-01-16,Imagerie,Scanners,4,3,1,0.875
2024-01-16,Imagerie,Échos,16,11,5,0.725
2024-01-16,Urgences_(Passage_court),Moniteurs,26,19,7,0.728
2024-01-16,Urgences_(Passage_court),Perfuseurs,37,29,8,0.78
2024-01-16,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.632
2024-01-17,PRAGUES_(Réa/Pneumo),Respirateurs,127,90,37,0.714
2024-01-17,PRAGUES_(Réa/Pneumo),Moniteurs,95,81,14,0.855
2024-01-17,PRAGUES_(Réa/Pneumo),Perfuseurs,106,81,25,0.769
2024-01-17,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,19,7,0.721
2024-01-17,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,75,10,0.89
2024-01-17,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.833
2024-01-17,MSN_(Neuro/Psy),Moniteurs,191,149,42,0.784
2024-01-17,MSN_(Neuro/Psy),Perfuseurs,477,351,126,0.738
2024-01-17,MSN_(Neuro/Psy),Échos,32,21,11,0.696
2024-01-17,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.638
2024-01-17,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.691
2024-01-17,Chirurgie,Moniteurs,64,50,14,0.789
2024-01-17,Chirurgie,Perfuseurs,265,201,64,0.764
2024-01-17,Chirurgie,Échos,26,19,7,0.754
2024-01-17,Chirurgie,Défibrillateurs,21,13,8,0.606
2024-01-17,Chirurgie,Respirateurs,11,5,6,0.566
2024-01-17,Imagerie,IRM,5,4,1,0.888
2024-01-17,Imagerie,Scanners,4,3,1,0.873
2024-01-17,Imagerie,Échos,16,10,6,0.626
2024-01-17,Urgences_(Passage_court),Moniteurs,26,21,5,0.818
2024-01-17,Urgences_(Passage_court),Perfuseurs,37,28,9,0.767
2024-01-17,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.621
2024-01-18,PRAGUES_(Réa/Pneumo),Respirateurs,127,92,35,0.726
2024-01-18,PRAGUES_(Réa/Pneumo),Moniteurs,95,87,8,0.917
2024-01-18,PRAGUES_(Réa/Pneumo),Perfuseurs,106,91,15,0.864
2024-01-18,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,19,7,0.752
2024-01-18,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,75,10,0.898
2024-01-18,PRAGUES_(Réa/Pneumo),Échos,11,8,3,0.831
2024-01-18,MSN_(Neuro/Psy),Moniteurs,191,151,40,0.789
2024-01-18,MSN_(Neuro/Psy),Perfuseurs,477,360,117,0.757
2024-01-18,MSN_(Neuro/Psy),Échos,32,22,10,0.709
2024-01-18,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.581
