date,service,lits_totaux,lits_occupes,taux_occupation
2024-01-23,Chirurgie,324,285,0.882
2024-01-23,Coeur_Metabolisme,210,173,0.826
2024-01-23,MSN_(Neuro/Psy),191,163,0.859
2024-01-23,Pôle_31_(Infectieux),134,98,0.738
2024-01-23,Gériatrie,153,118,0.771
2024-01-23,ORPHé_(Onco/Hémato),277,229,0.829
2024-01-24,PRAGUES_(Réa/Pneumo),86,81,0.945
2024-01-24,Urgences_(Passage_court),114,109,0.961
2024-01-24,MSN_(Neuro/Psy),420,356,0.85
2024-01-24,Chirurgie,324,290,0.896
2024-01-24,Coeur_Metabolisme,210,172,0.823
2024-01-24,MSN_(Neuro/Psy),191,155,0.813
2024-01-24,Pôle_31_(Infectieux),134,96,0.73
2024-01-24,Gériatrie,153,111,0.734
2024-01-24,ORPHé_(Onco/Hémato),277,222,0.802
2024-01-25,PRAGUES_(Réa/Pneumo),86,83,0.974
2024-01-25,Urgences_(Passage_court),114,110,0.968
2024-01-25,MSN_(Neuro/Psy),420,363,0.864
2024-01-25,Chirurgie,324,278,0.859
2024-01-25,Coeur_Metabolisme,210,170,0.81
2024-01-25,MSN_(Neuro/Psy),191,155,0.814
2024-01-25,Pôle_31_(Infectieux),134,99,0.74
2024-01-25,Gériatrie,153,116,0.759
2024-01-25,ORPHé_(Onco/Hémato),277,219,0.796
2024-01-26,PRAGUES_(Réa/Pneumo),86,80,0.926
2024-01-26,Urgences_(Passage_court),114,109,0.962
2024-01-26,MSN_(Neuro/Psy),420,359,0.857
2024-01-26,Chirurgie,324,273,0.845
2024-01-26,Coeur_Metabolisme,210,176,0.84
2024-01-26,MSN_(Neuro/Psy),191,157,0.826
2024-01-26,Pôle_31_(Infectieux),134,101,0.758
2024-01-26,Gériatrie,153,124,0.814
2024-01-26,ORPHé_(Onco/Hémato),277,219,0.797
2024-01-27,PRAGUES_(Réa/Pneumo),86,71,0.839
2024-01-27,Urgences_(Passage_court),114,110,0.966
2024-01-27,MSN_(Neuro/Psy),420,349,0.833
2024-01-27,Chirurgie,324,281,0.869
2024-01-27,Coeur_Metabolisme,210,166,0.795
2024-01-27,MSN_(Neuro/Psy),191,153,0.804
2024-01-27,Pôle_31_(Infectieux),134,98,0.738
2024-01-27,Gériatrie,153,117,0.768
2024-01-27,ORPHé_(Onco/Hémato),277,204,0.739
2024-01-28,PRAGUES_(Réa/Pneumo),86,75,0.886
2024-01-28,Urgences_(Passage_court),114,107,0.943
2024-01-28,MSN_(Neuro/Psy),420,334,0.798
2024-01-28,Chirurgie,324,270,0.835
2024-01-28,Coeur_Metabolisme,210,171,0.815
2024-01-28,MSN_(Neuro/Psy),191,154,0.806
2024-01-28,Pôle_31_(Infectieux),134,98,0.734
2024-01-28,Gériatrie,153,121,0.792
2024-01-28,ORPHé_(Onco/Hémato),277,226,0.819
2024-01-29,PRAGUES_(Réa/Pneumo),86,80,0.928
2024-01-29,Urgences_(Passage_court),114,108,0.949
2024-01-29,MSN_(Neuro/Psy),420,346,0.826
2024-01-29,Chirurgie,324,283,0.873
2024-01-29,Coeur_Metabolisme,210,171,0.816
2024-01-29,MSN_(Neuro/Psy),191,156,0.819
2024-01-29,Pôle_31_(Infectieux),134,99,0.745
2024-01-29,Gériatrie,153,118,0.778
2024-01-29,ORPHé_(Onco/Hémato),277,220,0.801
2024-01-30,PRAGUES_(Réa/Pneumo),86,74,0.865
2024-01-30,Urgences_(Passage_court),114,112,0.983
2024-01-30,MSN_(Neuro/Psy),420,348,0.83
2024-01-30,Chirurgie,324,282,0.871
2024-01-30,Coeur_Metabolisme,210,179,0.858
2024-01-30,MSN_(Neuro/Psy),191,160,0.842
2024-01-30,Pôle_31_(Infectieux),134,101,0.758
2024-01-30,Gériatrie,153,119,0.78
2024-01-30,ORPHé_(Onco/Hémato),277,227,0.823
2024-01-31,PRAGUES_(Réa/Pneumo),86,81,0.947
2024-01-31,Urgences_(Passage_court),114,109,0.96
2024-01-31,MSN_(Neuro/Psy),420,367,0.875
2024-01-31,Chirurgie,324,288,0.89
2024-01-31,Coeur_Metabolisme,210,170,0.809
2024-01-31,MSN_(Neuro/Psy),191,153,0.805
2024-01-31,Pôle_31_(Infectieux),134,100,0.753
2024-01-31,Gériatrie,153,120,0.787
2024-01-31,ORPHé_(Onco/Hémato),277,238,0.866
2024-02-01,PRAGUES_(Réa/Pneumo),86,82,0.954
2024-02-01,Urgences_(Passage_court),114,107,0.939
2024-02-01,MSN_(Neuro/Psy),420,349,0.833
2024-02-01,Chirurgie,324,288,0.889
2024-02-01,Coeur_Metabolisme,210,179,0.855
2024-02-01,MSN_(Neuro/Psy),191,145,0.764
2024-02-01,Pôle_31_(Infectieux),134,102,0.766
2024-02-01,Gériatrie,153,119,0.779
2024-02-01,ORPHé_(Onco/Hémato),277,225,0.815
2024-02-02,PRAGUES_(Réa/Pneumo),86,76,0.899
2024-02-02,Urgences_(Passage_court),114,108,0.949
2024-02-02,MSN_(Neuro/Psy),420,361,0.861
2024-02-02,Chirurgie,324,285,0.882
2024-02-02,Coeur_Metabolisme,210,177,0.847
2024-02-02,MSN_(Neuro/Psy),191,155,0.815
2024-02-02,Pôle_31_(Infectieux),134,93,0.702
2024-02-02,Gériatrie,153,124,0.817
2024-02-02,ORPHé_(Onco/Hémato),277,217,0.786
2024-02-03,PRAGUES_(Réa/Pneumo),86,76,0.9
2024-02-03,Urgences_(Passage_court),114,110,0.963
2024-02-03,MSN_(Neuro/Psy),420,344,0.822
2024-02-03,Chirurgie,324,280,0.864
2024-02-03,Coeur_Metabolisme,210,184,0.881
2024-02-03,MSN_(Neuro/Psy),191,151,0.791
2024-02-03,Pôle_31_(Infectieux),134,98,0.738
2024-02-03,Gériatrie,153,111,0.734
2024-02-03,ORPHé_(Onco/Hémato),277,224,0.812
2024-02-04,PRAGUES_(Réa/Pneumo),86,78,0.926
2024-02-04,Urgences_(Passage_court),114,104,0.91
2024-02-04,MSN_(Neuro/Psy),420,338,0.808
2024-02-04,Chirurgie,324,271,0.837
2024-02-04,Coeur_Metabolisme,210,176,0.843
2024-02-04,MSN_(Neuro/Psy),191,153,0.802
2024-02-04,Pôle_31_(Infectieux),134,96,0.724
2024-02-04,Gériatrie,153,120,0.786
2024-02-04,ORPHé_(Onco/Hémato),277,227,0.823
2024-02-05,PRAGUES_(Réa/Pneumo),86,77,0.911
2024-02-05,Urgences_(Passage_court),114,107,0.939
2024-02-05,MSN_(Neuro/Psy),420,412,0.984
2024-02-05,Chirurgie,324,280,0.866
2024-02-05,Coeur_Metabolisme,210,169,0.805
2024-02-05,MSN_(Neuro/Psy),191,161,0.846
2024-02-05,Pôle_31_(Infectieux),134,103,0.774
2024-02-05,Gériatrie,153,112,0.743
2024-02-05,ORPHé_(Onco/Hémato),277,226,0.819
2024-02-06,PRAGUES_(Réa/Pneumo),86,76,0.898
2024-02-06,Urgences_(Passage_court),114,104,0.913
2024-02-06,MSN_(Neuro/Psy),420,351,0.837
2024-02-06,Chirurgie,324,283,0.874
2024-02-06,Coeur_Metabolisme,210,167,0.8
2024-02-06,MSN_(Neuro/Psy),191,149,0.789
2024-02-06,Pôle_31_(Infectieux),134,100,0.746
2024-02-06,Gériatrie,153,112,0.741
2024-02-06,ORPHé_(Onco/Hémato),277,230,0.833
2024-02-07,PRAGUES_(Réa/Pneumo),86,78,0.921
2024-02-07,Urgences_(Passage_court),114,112,0.99
2024-02-07,MSN_(Neuro/Psy),420,353,0.842
2024-02-07,Chirurgie,324,277,0.856
2024-02-07,Coeur_Metabolisme,210,176,0.842
2024-02-07,MSN_(Neuro/Psy),191,156,0.819
2024-02-07,Pôle_31_(Infectieux),134,99,0.744
2024-02-07,Gériatrie,153,110,0.727
2024-02-07,ORPHé_(Onco/Hémato),277,227,0.823
2024-02-08,PRAGUES_(Réa/Pneumo),86,74,0.874
2024-02-08,Urgences_(Passage_court),114,108,0.948
2024-02-08,MSN_(Neuro/Psy),420,355,0.847
2024-02-08,Chirurgie,324,273,0.843
2024-02-08,Coeur_Metabolisme,210,165,0.79
2024-02-08,MSN_(Neuro/Psy),191,156,0.818
2024-02-08,Pôle_31_(Infectieux),134,93,0.7
2024-02-08,Gériatrie,153,121,0.795
2024-02-08,ORPHé_(Onco/Hémato),277,222,0.804
2024-02-09,PRAGUES_(Réa/Pneumo),86,78,0.918
2024-02-09,Urgences_(Passage_court),114,104,0.914
2024-02-09,MSN_(Neuro/Psy),420,386,0.921
2024-02-09,Chirurgie,324,271,0.839
2024-02-09,Coeur_Metabolisme,210,169,0.807
2024-02-09,MSN_(Neuro/Psy),191,156,0.822
2024-02-09,Pôle_31_(Infectieux),134,100,0.751
2024-02-09,Gériatrie,153,121,0.795
2024-02-09,ORPHé_(Onco/Hémato),277,222,0.803
2024-02-10,PRAGUES_(Réa/Pneumo),86,76,0.894
2024-02-10,Urgences_(Passage_court),114,104,0.916
2024-02-10,MSN_(Neuro/Psy),420,359,0.858
2024-02-10,Chirurgie,324,276,0.85
2024-02-10,Coeur_Metabolisme,210,167,0.8
2024-02-10,MSN_(Neuro/Psy),191,154,0.806
2024-02-10,Pôle_31_(Infectieux),134,96,0.728
2024-02-10,Gériatrie,153,122,0.804
2024-02-10,ORPHé_(Onco/Hémato),277,212,0.769
2024-02-11,PRAGUES_(Réa/Pneumo),86,76,0.892
2024-02-11,Urgences_(Passage_court),114,105,0.919
2024-02-11,MSN_(Neuro/Psy),420,341,0.815
2024-02-11,Chirurgie,324,277,0.854
2024-02-11,Coeur_Metabolisme,210,167,0.799
2024-02-11,MSN_(Neuro/Psy),191,145,0.765
2024-02-11,Pôle_31_(Infectieux),134,93,0.701
2024-02-11,Gériatrie,153,114,0.755
2024-02-11,ORPHé_(Onco/Hémato),277,216,0.782
2024-02-12,PRAGUES_(Réa/Pneumo),86,78,0.916
2024-02-12,Urgences_(Passage_court),114,106,0.929
2024-02-12,MSN_(Neuro/Psy),420,356,0.851
2024-02-12,Chirurgie,324,282,0.871
2024-02-12,Coeur_Metabolisme,210,164,0.787
2024-02-12,MSN_(Neuro/Psy),191,156,0.821
2024-02-12,Pôle_31_(Infectieux),134,96,0.728
2024-02-12,Gériatrie,153,120,0.79
2024-02-12,ORPHé_(Onco/Hémato),277,234,0.85
2024-02-13,PRAGUES_(Réa/Pneumo),86,77,0.902
2024-02-13,Urgences_(Passage_court),114,110,0.97
2024-02-13,MSN_(Neuro/Psy),420,366,0.872
2024-02-13,Chirurgie,324,300,0.928
2024-02-13,Coeur_Metabolisme,210,163,0.782
2024-02-13,MSN_(Neuro/Psy),191,169,0.884
2024-02-13,Pôle_31_(Infectieux),134,99,0.739
2024-02-13,Gériatrie,153,117,0.766
2024-02-13,ORPHé_(Onco/Hémato),277,213,0.771
2024-02-14,PRAGUES_(Réa/Pneumo),86,76,0.891
2024-02-14,Urgences_(Passage_court),114,109,0.957
2024-02-14,MSN_(Neuro/Psy),420,341,0.815
2024-02-14,Chirurgie,324,296,0.915
2024-02-14,Coeur_Metabolisme,210,176,0.84
2024-02-14,MSN_(Neuro/Psy),191,157,0.824
2024-02-14,Pôle_31_(Infectieux),134,98,0.737
2024-02-14,Gériatrie,153,120,0.786
2024-02-14,ORPHé_(Onco/Hémato),277,220,0.798
2024-02-15,PRAGUES_(Réa/Pneumo),86,77,0.908
2024-02-15,Urgences_(Passage_court),114,111,0.975
2024-02-15,MSN_(Neuro/Psy),420,344,0.823
2024-02-15,Chirurgie,324,275,0.847
2024-02-15,Coeur_Metabolisme,210,176,0.841
2024-02-15,MSN_(Neuro/Psy),191,145,0.763
2024-02-15,Pôle_31_(Infectieux),134,99,0.745
2024-02-15,Gériatrie,153,113,0.747
2024-02-15,ORPHé_(Onco/Hémato),277,229,0.828
2024-02-16,PRAGUES_(Réa/Pneumo),86,80,0.929
2024-02-16,Urgences_(Passage_court),114,109,0.954
2024-02-16,MSN_(Neuro/Psy),420,364,0.867
2024-02-16,Chirurgie,324,280,0.865
2024-02-16,Coeur_Metabolisme,210,180,0.86
2024-02-16,MSN_(Neuro/Psy),191,154,0.806
2024-02-16,Pôle_31_(Infectieux),134,100,0.748
2024-02-16,Gériatrie,153,109,0.72
2024-02-16,ORPHé_(Onco/Hémato),277,223,0.808
2024-02-17,PRAGUES_(Réa/Pneumo),86,77,0.903
2024-02-17,Urgences_(Passage_court),114,106,0.929
2024-02-17,MSN_(Neuro/Psy),420,376,0.897
2024-02-17,Chirurgie,324,283,0.874
2024-02-17,Coeur_Metabolisme,210,166,0.797
2024-02-17,MSN_(Neuro/Psy),191,145,0.766
2024-02-17,Pôle_31_(Infectieux),134,95,0.722
2024-02-17,Gériatrie,153,117,0.77
2024-02-17,ORPHé_(Onco/Hémato),277,208,0.754
2024-02-18,PRAGUES_(Réa/Pneumo),86,74,0.864
2024-02-18,Urgences_(Passage_court),114,109,0.957
2024-02-18,MSN_(Neuro/Psy),420,334,0.796
2024-02-18,Chirurgie,324,282,0.872
2024-02-18,Coeur_Metabolisme,210,169,0.804
2024-02-18,MSN_(Neuro/Psy),191,151,0.791
2024-02-18,Pôle_31_(Infectieux),134,96,0.723
2024-02-18,Gériatrie,153,116,0.762
2024-02-18,ORPHé_(Onco/Hémato),277,215,0.78
2024-02-19,PRAGUES_(Réa/Pneumo),86,76,0.898
2024-02-19,Urgences_(Passage_court),114,103,0.906
2024-02-19,MSN_(Neuro/Psy),420,352,0.84
2024-02-19,Chirurgie,324,278,0.859
2024-02-19,Coeur_Metabolisme,210,167,0.8
2024-02-19,MSN_(Neuro/Psy),191,163,0.857
2024-02-19,Pôle_31_(Infectieux),134,95,0.721
2024-02-19,Gériatrie,153,117,0.765
2024-02-19,ORPHé_(Onco/Hémato),277,217,0.787
2024-02-20,PRAGUES_(Réa/Pneumo),86,82,0.961
2024-02-20,Urgences_(Passage_court),114,106,0.93
2024-02-20,MSN_(Neuro/Psy),420,357,0.852
2024-02-20,Chirurgie,324,281,0.868
2024-02-20,Coeur_Metabolisme,210,172,0.822
2024-02-20,MSN_(Neuro/Psy),191,153,0.802
2024-02-20,Pôle_31_(Infectieux),134,99,0.738
2024-02-20,Gériatrie,153,117,0.769
2024-02-20,ORPHé_(Onco/Hémato),277,224,0.81
2024-02-21,PRAGUES_(Réa/Pneumo),86,76,0.892
2024-02-21,Urgences_(Passage_court),114,108,0.953
2024-02-21,MSN_(Neuro/Psy),420,363,0.864
2024-02-21,Chirurgie,324,278,0.859
2024-02-21,Coeur_Metabolisme,210,187,0.893
2024-02-21,MSN_(Neuro/Psy),191,151,0.792
2024-02-21,Pôle_31_(Infectieux),134,98,0.738
2024-02-21,Gériatrie,153,114,0.753
2024-02-21,ORPHé_(Onco/Hémato),277,220,0.799
2024-02-22,PRAGUES_(Réa/Pneumo),86,77,0.906
2024-02-22,Urgences_(Passage_court),114,110,0.965
2024-02-22,MSN_(Neuro/Psy),420,354,0.845
2024-02-22,Chirurgie,324,285,0.88
2024-02-22,Coeur_Metabolisme,210,170,0.81
2024-02-22,MSN_(Neuro/Psy),191,161,0.846
2024-02-22,Pôle_31_(Infectieux),134,98,0.731
2024-02-22,Gériatrie,153,112,0.742
2024-02-22,ORPHé_(Onco/Hémato),277,218,0.791
2024-02-23,PRAGUES_(Réa/Pneumo),86,72,0.851
2024-02-23,Urgences_(Passage_court),114,108,0.954
2024-02-23,MSN_(Neuro/Psy),420,351,0.837
2024-02-23,Chirurgie,324,299,0.923
2024-02-23,Coeur_Metabolisme,210,172,0.819
2024-02-23,MSN_(Neuro/Psy),191,153,0.805
2024-02-23,Pôle_31_(Infectieux),134,99,0.739
2024-02-23,Gériatrie,153,118,0.771
2024-02-23,ORPHé_(Onco/Hémato),277,217,0.786
2024-02-24,PRAGUES_(Réa/Pneumo),86,74,0.869
2024-02-24,Urgences_(Passage_court),114,104,0.911
2024-02-24,MSN_(Neuro/Psy),420,335,0.8
2024-02-24,Chirurgie,324,278,0.858
2024-02-24,Coeur_Metabolisme,210,169,0.805
2024-02-24,MSN_(Neuro/Psy),191,152,0.797
2024-02-24,Pôle_31_(Infectieux),134,95,0.722
2024-02-24,Gériatrie,153,119,0.779
2024-02-24,ORPHé_(Onco/Hémato),277,223,0.808
2024-02-25,PRAGUES_(Réa/Pneumo),86,74,0.876
2024-02-25,Urgences_(Passage_court),114,106,0.93
2024-02-25,MSN_(Neuro/Psy),420,365,0.87
2024-02-25,Chirurgie,324,282,0.872
2024-02-25,Coeur_Metabolisme,210,171,0.817
2024-02-25,MSN_(Neuro/Psy),191,148,0.779
2024-02-25,Pôle_31_(Infectieux),134,95,0.722
2024-02-25,Gériatrie,153,114,0.753
2024-02-25,ORPHé_(Onco/Hémato),277,218,0.793
